Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
PC(14:0_16:0),8481,7120,259,10022,10651,5816,2009,8882,13393,4211,9436,9519,12213,1513,3593,4408,3452,15063,14190,7360,7037,4548,6932,1844,7579,7594,2624,9197,8793,1927,7521,26160,5246,7235,2660,7168,2595,8069,2023,9770,8671,9594,5531,4020,8679,1709,3183,7889,2008,2505,9673,4299,2701,5047,5750,73,4933,7012,5637,2641,6031,10993,1964,2620,1794,1953,8859,7539
PC(O-34:2),8427,4175,832,10014,3026,3861,8856,4219,2922,6781,3573,2677,2168,6515,5714,5946,4152,7537,3531,4950,2770,5425,4517,6395,5343,5547,7960,5334,5931,5964,7088,7712,4381,2313,9620,3075,10490,1645,10715,6950,6380,9880,1773,5963,5000,9144,11111,14573,9954,7326,6044,6448,10482,6805,7893,305,5789,9847,5366,13205,7438,9286,15268,6131,12962,15792,11405,3259
dhCer(d18:0/24:1),8192,5976,102,7022,8353,5628,4018,7285,7417,7485,7784,6329,4685,5718,7072,5712,5819,7570,10672,6259,6196,5574,4145,5122,4953,6718,5863,5351,7581,5642,6133,8565,5644,6434,5877,5721,4874,5070,3683,5746,5260,6079,5302,6678,7066,5062,3448,1437,2609,2907,6956,3654,4932,2850,3761,9,3424,3582,4349,2365,5465,5245,3213,4711,4383,3342,3582,4704
Cer(d20:1/23:0),8084,7387,389,5514,6819,6045,8218,6309,4999,5076,4837,7188,5840,5664,5814,5327,5464,4907,6314,6577,5948,6274,6148,5715,7103,6157,6709,5761,5816,7679,6819,5660,5013,5501,6391,6676,5588,6734,6906,5700,6481,6558,6111,7420,6329,6551,5903,6051,5950,5902,5973,6052,6067,6156,6515,92,5293,5549,5928,5492,6187,7084,5795,7338,6180,6067,6522,5079
Hex2Cer(d18:1/16:0),8078,8254,263,7827,7404,5950,8686,8245,7846,7910,7133,6487,7206,5756,6846,7062,7479,9093,8796,7015,6400,7374,6305,4216,6454,6254,7275,6505,8111,7006,7499,16979,8957,8055,7202,7694,5350,7700,7059,6550,6758,8105,6168,9468,7885,6499,6485,6679,7385,6586,7173,6014,6163,6087,6546,22,4619,5517,6372,6433,7113,7317,5529,5901,6864,4592,5428,6366
PC(O-38:5),7953,10005,3006,5899,7742,7754,11163,8424,7095,9296,5707,5108,4112,3720,5852,6073,8487,2310,4499,7777,10360,10102,7244,11078,9907,8510,10534,5380,8357,8624,6283,14260,7152,6270,10441,6487,12050,8174,14118,4042,9939,14040,11950,8390,8197,12650,10911,11683,13675,8341,15888,15450,20157,13880,16782,216,11405,17325,16743,18001,8244,17159,26774,11821,18445,24667,13816,13824
DG(14:0_16:0),7697,907,321,6644,1772,833,543,10208,6669,966,7021,7402,7459,593,4303,875,735,1015,1760,8295,6214,7579,1279,838,6171,6533,500,1193,829,365,687,512,648,986,836,6900,1151,6325,807,5892,6507,5644,7086,793,1241,1561,1104,1254,4057,2087,1461,6212,4547,1546,825,68,895,1653,1345,667,1043,1396,3836,242,966,4690,754,6016
AC(15:0) ,7603,2649,520,4169,4020,6381,3419,13736,4275,7979,7115,4121,7393,6028,458,507,495,4603,3987,4907,3180,2918,2640,4805,1943,2624,310,3395,1163,280,3404,6691,769,4955,267,3287,455,5685,300,3071,2600,5566,4609,439,5006,5271,5174,6136,5507,4460,8887,3576,383,2616,2569,20,2716,2885,3705,471,8532,3397,3262,5375,465,289,3372,4874
LPC(20:4) ,7454,5469,279,8741,7809,6080,4324,7573,10988,12940,10777,7873,10040,8167,11263,11391,5876,12727,13901,8542,8667,6966,7929,11197,8753,12097,10369,6962,9895,6479,7035,16738,15945,9448,10743,7853,11824,9123,9347,13587,8813,15429,9531,17145,16712,10783,8809,12179,11117,11747,11418,8311,11808,7168,54435,958,10581,6703,13401,10110,14702,14094,9625,12033,7929,11799,10530,15193
PE(35:2) ,7258,3443,107,6388,7495,3445,1801,9872,4644,4775,5655,5784,4851,2739,4468,2503,4542,4575,5626,3863,20492,3123,2982,4441,2756,5213,4884,3572,5971,14677,5646,3714,3942,4943,15629,19617,15198,3892,14398,4637,3493,15708,3427,602,5316,415,2212,4005,1953,15426,4137,21699,560,21757,22755,23,21236,22352,19684,7582,23063,4221,11733,17127,15385,16855,21371,21849
PI(37:6),7196,5200,12,7047,6431,5992,5376,7929,8998,8986,7817,6007,7701,5291,8107,6441,7506,11412,7415,4449,4846,3628,3827,6335,4186,4687,5401,4949,5356,3821,5650,8396,10115,5157,5286,3807,4592,3514,3134,5328,3932,5366,2631,7841,6399,2863,3756,3417,3293,3245,3862,2068,2947,2059,2003,9,1677,2400,2127,2877,2796,3628,1849,3094,2786,2307,2381,2830
PC(33:1),6735,1714,338,7232,6888,3086,3629,4695,692,5028,8985,5352,8919,1045,4965,4644,5884,2545,4817,5873,4632,4639,3068,8146,3250,5362,3991,703,6407,1282,2218,5373,436,4390,1840,4416,6418,3071,1867,7282,4722,6377,3927,4021,7792,4700,4870,4527,1635,3064,5837,4428,5528,1695,1951,153,311,3275,3219,3528,4664,5834,3828,4794,2705,2959,2741,2647
LPC(O-18:1),6439,5056,121,6335,5667,5138,3504,7083,7398,9217,6924,5358,6693,5825,5575,5921,5613,7525,10806,5743,6769,6023,4316,6113,5278,6626,5721,7582,7989,4866,4280,10283,8568,6968,7532,5355,6605,4882,5062,7253,6465,8541,5327,10305,9100,5711,6420,6520,5325,5609,7509,4525,5122,4672,4518,82,4825,4660,5010,4477,6259,5458,3793,5411,5602,4447,5243,5839
LPC(O-20:0),6323,3437,41,4324,4861,3776,4291,9001,4661,7784,4914,4027,8213,4483,7020,4507,6155,6285,6103,3144,3243,2507,2182,4675,2765,3354,3942,3159,5810,3713,3099,4868,6023,3559,4586,3020,5998,2903,2710,2719,3177,2915,1974,5723,3542,3561,2461,2218,2511,3087,4486,1555,2623,1591,1475,8,1309,1457,1478,2039,2846,2006,1715,2312,2523,1892,1865,1878
LPC(P-18:0),6092,5471,141,6638,5815,4935,3732,6751,6974,9865,6977,4717,6322,5347,5777,5866,5042,7792,9635,5830,6126,5449,4008,5710,4742,6693,5648,7569,7324,4827,5169,10016,8462,7039,6911,4758,6433,4812,4884,7658,6863,8456,5430,10310,9180,5786,5939,5463,5286,5696,6277,4825,5026,4748,4643,32,4131,4811,4803,4480,5633,5737,3893,5530,5501,4370,5546,6202
PE(P-16:0/20:5),6040,6344,30,6568,8520,5073,3822,10611,8392,5209,8570,7348,9585,6322,8178,7286,6542,7629,10738,2874,3207,2651,4461,5701,5230,6892,6107,7947,9045,2076,5449,7816,10148,6768,6463,4662,7141,4493,2008,5514,5280,6691,4933,9043,7558,5190,5302,5536,3393,4807,6796,4003,4437,2218,3027,,2911,4623,3159,3735,6532,3188,3289,4020,3015,3265,5505,4271
AC(14:0)-OH,5983,2110,85,3263,2655,3665,1106,6481,2500,2357,4789,2380,3254,1759,2517,2449,1621,3699,2395,3118,2397,1985,2101,2460,2636,1684,2304,2164,2284,1276,2327,6020,2885,2971,1979,2539,2915,3378,1465,2153,1521,4078,3312,3065,3453,2468,1854,4007,2392,2268,3764,1264,2177,1477,1611,32,1867,1626,1625,1847,1716,2093,1519,2172,3359,1874,2197,3141
LPI(20:4) ,5885,244,52,298,686,2224,1487,498,784,766,619,4861,669,476,736,628,199,612,1076,303,454,163,326,787,351,567,579,3337,657,163,448,475,642,459,299,391,466,384,3005,610,1869,4395,374,860,729,356,2133,482,420,436,488,202,3910,239,132,11,422,1469,629,245,681,3901,355,563,270,416,310,594
PE(O-16:0/18:2),5835,4919,15,3511,3235,4335,6151,7621,3651,2270,3592,4852,6781,1310,7153,329,769,4722,6552,3725,2865,2554,2840,6209,3139,4826,7072,5922,5104,510,3808,5308,8584,4631,922,3581,1534,2351,6279,4168,2202,5125,3676,379,4657,5121,4944,3737,450,353,6114,3527,858,1854,1860,20,2213,3398,3254,771,3604,3399,3037,4586,5074,2941,3681,4212
PC(36:4) [+OH],5771,3256,41,2120,5797,3902,1599,7637,3704,8349,8373,5273,6151,5264,4096,5986,11345,2988,5808,2799,2756,13392,2722,7784,6500,2519,5097,694,4743,6571,1957,1162,10942,6350,6711,7280,5368,7250,2454,6852,2459,7295,1216,9027,5220,6886,20232,2371,6189,410,465,4157,1041,5591,5667,20,3752,5437,6804,10104,4011,1186,6499,5694,8108,2606,3874,13648
LPC(15:0) ,5759,2918,113,3801,4468,3883,1197,7288,4650,3165,4226,4654,6227,1796,2327,1831,1949,5121,6507,3338,3353,2667,3034,1636,3262,3583,1804,3568,4904,1184,3512,7290,2531,4428,1766,3251,2213,3882,1374,4084,4136,5387,3274,3209,5323,1453,1338,3494,1681,1555,4825,2326,1422,2766,2449,23,2242,2588,3329,1520,3547,3309,1103,1468,1133,1347,3074,3722
LPC(22:6) ,5163,3621,291,5953,5889,3731,2974,7754,7329,10298,6923,5234,6943,5340,7552,8043,5029,8913,9442,7446,7025,4973,5627,10042,7551,9535,8797,6517,6806,3920,6874,11606,10741,7700,7542,6326,8672,6955,6775,10618,6617,11430,7577,14917,11883,9053,7333,10614,8993,9795,10527,6362,9108,5400,5605,225,7814,5320,10260,7415,11659,9302,7107,8907,5703,8068,7506,11538
LPC(14:0) ,4993,3881,159,4592,4959,4595,2027,6999,6279,4638,5816,5346,6620,2724,3518,3710,3227,7902,8606,4467,5061,3917,4517,3550,4794,5577,3457,6172,7115,2345,4338,7687,5152,6514,3458,4790,3622,4547,2795,6421,5609,7341,5014,5266,7255,3087,3148,5324,3202,3040,7302,4270,2681,4316,3887,34,4011,4473,4730,2663,5344,5660,2363,2812,2690,2429,4961,5522
PC(P-16:0/18:3),4955,5144,49,6517,5378,6268,2507,6773,7130,4571,6766,6167,7941,3640,4118,4428,3546,5969,6206,5858,4496,5178,5596,3653,6168,5587,4697,5598,7346,2731,5185,9741,4961,3550,3675,4826,4836,5025,2746,8698,6520,9550,1339,4441,7632,3195,4071,6883,3451,3698,6940,4966,3994,5233,2861,44,4909,5584,6552,3522,5167,6387,2209,2968,3152,3164,5339,7009
PC(O-34:4),4844,4478,110,7101,4907,5826,2633,5584,7506,4628,5336,5665,8460,3498,4648,3976,4049,6885,6924,5989,5892,4567,5306,3915,5784,5970,4338,5811,6995,2303,4938,9597,5076,5866,4552,4371,5385,4179,2295,7716,6566,9130,5401,4713,7341,2815,4090,6233,3056,2671,5450,4385,2645,4779,4395,11,3918,5824,5588,2904,5384,5466,2530,3183,2691,3015,5379,6356
LPC(22:4) ,4837,3469,87,5011,7224,4200,2810,6203,7804,9178,6260,6162,6700,5610,8122,8411,4590,8058,8197,4710,5401,3933,4817,9998,5071,7430,7880,4982,5903,5137,5118,7613,9364,5480,6478,4250,8343,5016,4651,7472,5546,8554,6575,10490,8966,5226,6558,5961,5300,8351,7697,4214,7202,4016,2462,39,4865,4075,6572,5392,7536,6719,5306,6199,5188,5858,4389,6692
DG(16:0_22:5),4781,2821,180,3053,4269,2322,597,3316,4063,3201,3131,3999,5476,1921,3599,3339,1643,5330,5710,2645,2747,2194,2921,4026,2677,2844,2729,2544,4769,1006,3277,3522,1955,3190,1424,2566,2433,1820,1086,3191,1875,3096,2567,1887,2585,1674,1483,3377,2080,1792,1998,1182,2081,1144,1444,44,3047,1614,5248,1269,3581,2038,1806,1736,1869,1892,1325,2908
SM(38:3) ,4752,1509,19,3294,4606,2590,2123,2377,2014,1236,1051,971,3752,710,3210,2324,3744,5781,7222,2662,4103,4029,3346,1352,4444,1045,1025,2411,4487,1439,3224,6745,3743,3380,2350,718,910,1858,405,2195,4390,5773,4886,2617,4888,3743,1699,3720,966,2472,4632,1465,3703,2099,580,19,1830,4791,2949,1145,1190,1208,1131,628,881,3048,5607,2426
PC(P-18:0/22:6),4736,3881,38088,5534,3825,7976,3446,5942,3834,3575,5342,4311,5019,4449,4656,5448,5730,3048,5018,6253,6517,7442,5485,2390,5136,6479,6262,8212,3568,4189,1593,2575,5176,7171,7056,5813,8216,4390,4052,8534,4502,9391,8044,7064,4295,6538,10297,6104,8721,5651,7883,8899,6932,8729,8740,1214,6152,8176,9154,7910,6381,7766,117968,10685,16441,11518,10391,3905
SM(d18:1/18:1) d9 (IS),4683,4393,25,4392,6547,4464,4643,4874,5288,4706,4393,5637,6561,5780,7091,4619,5398,6350,5253,2973,3635,2705,3915,5523,3936,2602,6144,2980,3992,3055,5109,5134,6078,3954,3932,3328,8276,3243,2557,3838,3257,4440,2117,3818,4313,2181,3954,952,3750,2728,3556,2383,3628,1407,1517,19,1982,2458,2944,3191,3198,2851,2416,3198,2650,2282,1639,1144
dhCer(d18:0/22:0),4602,4198,261,2661,3353,3376,4508,3878,3483,3042,3386,4195,3238,2530,3357,3305,3673,3563,5096,3450,3590,3446,3300,2764,3570,4160,3314,4730,4781,3818,3564,3839,3533,3759,4407,3775,3300,3593,3964,3805,3962,4173,3957,5307,4749,3503,3264,3338,3523,3653,3635,3501,3354,3731,3344,39,2471,3235,3541,2895,3536,3910,3198,2996,3588,3049,3865,3602
LPC(22:1) ,4597,3680,3733,5162,4490,4340,2945,5339,5374,7502,5880,4359,5535,4875,4964,5021,4713,6662,5458,3182,4484,2938,3355,4821,4282,4501,4737,4917,4806,3392,3928,6460,7347,4603,5166,3528,4905,3677,3750,2618,5310,6033,3959,7083,6440,3862,4283,4687,4401,4241,5347,3612,4105,3710,2799,3509,3405,3354,3538,3371,4122,4233,2994,4338,3937,4087,3432,4851
SM(d18:2/14:0),4572,4662,35,7580,5819,6364,2078,5933,7331,4086,8022,5441,7093,2949,3793,3388,3026,7562,7320,6651,3054,5064,5336,3261,5350,6798,3216,6903,6812,2159,6423,8727,4886,6400,3709,5546,3477,5962,2517,8016,6939,8695,6104,4428,9454,2633,3404,6636,2912,3384,7083,5780,2644,5914,4775,22,5061,5782,3507,2810,5499,6855,2383,2928,2556,2364,6286,7473
AC(16:1)-OH,4537,1306,229,1249,1507,1304,420,3935,848,730,1734,1058,2224,287,1354,1682,602,2135,1266,1500,1549,972,1286,1401,1440,947,1118,969,1168,1071,704,4194,1751,1576,880,503,1845,2354,1071,1427,875,2308,1809,1919,1753,1680,1059,1894,1357,1280,2146,764,1443,808,1031,156,1022,174,1039,922,436,1345,933,1592,1422,1438,1383,1423
DG(18:0_18:2),4446,2550,381,8575,4529,2553,4509,6920,5196,8481,2921,2969,4454,4566,8434,7233,3808,4154,5402,5030,2846,2102,2665,7820,2178,3945,5344,2254,4254,4049,2631,4362,4547,3188,4438,2770,5576,3040,3740,2546,2128,2041,1928,5890,3152,3586,3826,2877,2864,4023,3457,936,3666,995,1292,37,1650,999,2472,2517,2968,2609,2672,3242,4440,3230,1895,2249
PE(O-36:5),4340,3375,28,4503,4256,2771,3065,7188,4951,5590,3953,4981,6421,3764,4738,3882,4888,4526,4734,3235,2921,2398,2804,3058,2919,4381,3283,5382,4515,2433,2456,4046,4289,4055,4142,3301,4128,2897,2192,2745,3452,3528,2489,4452,3445,3099,3789,2101,1888,2268,3506,1640,3076,2665,2391,15,1764,2063,1498,2158,3691,2961,1721,3323,856,2399,3031,2205
LPC(19:0) ,4294,2268,34,5266,6475,4898,1907,5408,6932,6061,5534,7812,6535,2912,4009,2705,4495,7885,4745,2969,3053,2352,2396,3433,2976,3503,2856,3367,2540,1825,3938,7009,5829,3063,3060,2983,3195,2366,1958,6228,2803,5886,2399,4112,3663,1385,2069,3442,2234,1757,3272,1688,1934,1739,1563,24,1733,2590,1786,1093,3769,2275,893,1766,1356,1403,1580,3108
CE(16:1),4272,11516,856,4380,14076,10171,1208,10959,8414,3999,6369,8320,8630,2077,9373,8235,5158,11294,5957,4481,4358,16129,6479,3813,9173,8215,7387,5360,4634,1871,6107,37301,9595,5311,2510,10548,11011,5534,2594,8496,11570,9578,8415,3986,6114,3381,7245,14969,5261,7865,5381,4973,2889,11282,311,334,11675,10314,18135,5481,17538,14664,9604,2947,3385,3060,11129,12976
PC(P-36:2) ,4213,5488,48,8346,7087,9064,3473,5493,2214,4486,5152,5054,9820,979,5045,444,861,7280,7285,5485,6328,6171,6433,1908,5885,5486,1579,7017,1759,4811,1815,7397,1546,1206,1881,6373,2404,6885,1764,4707,10425,742,6154,936,4918,2564,1417,6579,1758,3123,7135,5385,7406,5649,1370,45,856,6696,7715,1626,10513,686,1823,5477,2555,2855,6176,1613
AC(14:2),4136,1386,44,980,1821,1998,2193,3672,998,2029,2471,739,585,1966,2234,2283,1787,1069,1436,2059,1789,1516,1951,1362,2114,1087,2204,657,483,1276,660,2986,3752,1008,2346,1260,2673,1342,1808,1527,510,1843,1107,3131,2099,2188,2431,2274,2117,1775,2412,576,2428,1154,1884,15,1617,604,648,1825,1135,1907,1374,2104,2508,1943,1734,2224
DG(16:0_16:1),4070,1222,58,30812,12516,4867,8985,10591,11764,1738,2962,8687,11153,2824,10770,21665,7501,6831,4586,6809,5951,1828,6494,4036,5247,1502,7683,6048,8660,3830,2551,7943,8745,6462,4716,5239,6873,13482,4717,2258,3536,3562,3771,18142,6745,3578,2557,12510,1716,3989,4839,3528,1577,3472,316,57,3473,1171,3785,7493,1728,2075,341,3524,7225,887,2911,11102
PE(34:3) ,4068,158,119,1774,7036,205,3797,5196,2663,4105,699,3163,1711,2537,753,953,2187,1344,454,1008,440,1982,1496,2486,1488,3291,934,7981,1306,762,851,6507,2163,7029,1549,1972,2795,5161,1243,313,2215,5874,884,2951,1856,125,2457,883,1128,1759,1417,207,186,1929,728,,846,532,1696,967,222,312,761,2100,522,1260,4956,2280
CE(14:0),4036,6389,128,4691,14940,6354,819,10477,11141,4341,8119,9337,11485,1933,7973,6617,5250,15803,6036,3278,3526,5121,5431,557,8294,5650,4569,6619,4375,915,4548,33871,10080,4347,1408,4671,8521,5888,1552,5057,6054,6278,5813,2299,5439,1787,4109,4453,2410,4767,4868,3856,1149,2964,2891,118,2551,6529,14593,2308,8072,2942,5394,1519,1708,627,2096,4356
Hex2Cer(d18:1/22:0),4004,1528,11,3714,4089,3198,4751,4277,3624,3740,3986,4222,3873,3726,3505,3805,4059,4274,4892,2479,3671,3376,3028,3665,295,1142,3424,3928,4259,3985,1711,8372,5459,3618,2541,2901,4145,189,4003,3311,3022,4685,1820,6246,4487,3547,218,3436,1890,2848,4292,2880,3487,3437,2369,11,990,2826,2434,1834,3381,3772,3325,2794,3250,1933,2996,3509
S1P(d18:0),3626,3528,57,3385,4028,3765,3752,3852,4859,5605,5185,4711,4557,3859,5053,4003,5332,4866,3432,3019,3430,3116,3074,3968,2800,3166,3784,3707,3865,2991,2992,4549,6695,2804,4108,2826,3207,2932,3344,3568,2940,4175,3315,6942,5260,3015,2853,3805,3068,2345,4133,2614,2917,2157,2268,15,2038,2154,3010,2693,2732,3942,2591,2749,3007,2693,2810,3001
CE(20:3),3582,1945,122,2292,8964,2323,754,3872,2674,2829,6604,7202,3002,2122,11913,10954,5785,3897,3259,1884,3047,2757,2543,2125,9171,7358,7444,1695,3439,1092,5479,70497,16083,2470,2130,2554,17392,4880,2856,3554,5757,76,6323,3855,4304,3833,9748,4632,4481,11506,4949,3683,2317,1558,3277,67,4048,7131,17226,4752,10346,1461,14278,3379,4885,2229,3635,5417
SM(35:1) ,3574,61,36,2436,3036,3119,624,4231,3986,1547,2889,1153,5543,1007,1490,1173,1401,3849,776,1072,1843,1730,1558,1170,1805,1374,1100,2504,3979,846,1700,3982,1571,1225,1174,1628,1242,1905,937,548,1953,2718,1165,1122,1947,422,1025,2332,164,198,1819,854,742,249,744,20,331,780,1328,279,1433,960,198,650,692,297,,744
PC(O-36:3) ,3559,4093,85,6860,4769,4263,2912,1336,482,3328,1431,462,6017,808,3824,4929,2867,3644,5412,5618,4374,3571,6883,4986,3452,4158,2043,2948,8439,3348,3760,4164,4798,6524,5637,5128,5101,1651,1191,6720,6154,1173,1655,678,348,1525,5917,5685,1423,2099,9090,4539,1591,521,5030,42,1065,5275,1173,1648,6380,4679,1567,1519,1883,5558,1366,8362
FA(16:1),3490,1735,,1828,2897,1867,1169,2835,2321,1097,2054,2349,2476,1424,3292,2146,1937,2477,2264,866,1554,1827,1251,2732,1536,1745,1288,1508,860,669,1295,3346,1743,1340,1266,1830,1975,1709,681,1438,1281,2576,2180,3765,2573,1119,1345,1429,1930,1856,1689,1870,1468,1019,867,226,1042,1442,2720,1463,2276,1720,1604,1871,1601,1309,1074,1783
AC(14:1)-OH,3417,759,88,1523,933,1029,394,2717,935,823,1601,917,1029,764,1072,775,565,1545,812,1568,997,793,1086,984,1105,750,920,805,582,493,768,2868,1495,1132,639,551,1058,1900,628,708,663,1261,1322,1284,1319,830,717,1384,814,893,1306,671,1072,488,616,15,774,541,841,837,631,925,417,946,1214,788,1051,1138
Cer(d18:2/24:1),3415,2872,224,3755,3165,2475,1626,3353,3551,3418,3601,2724,3604,3342,3137,3104,46560,3272,2909,2706,3079,3007,3263,3592,3139,3085,2808,3100,4108,2270,2037,5887,3666,44648,3313,2682,2889,2675,2455,4498,4811,3312,3196,3260,3652,2903,3609,3109,2400,3700,4052,2901,3239,3343,31677,54,2868,3340,2481,2889,2635,2579,2585,34918,2205,3239,2893,3223
PC(O-35:4),3380,3516,55,4658,3137,4622,1872,5902,2116,2956,4246,3844,4344,2249,2555,2174,1157,4114,5658,3778,2699,3618,3912,575,3617,4092,2592,2662,1806,2178,3212,7215,3095,3510,1157,4138,3195,4140,2275,4407,4839,4750,4406,3968,3856,2614,2871,4622,1674,2778,2869,3175,2259,2246,3714,20,3126,3942,5232,2673,4047,3385,1922,2303,2843,2703,3881,4397
Cer(m18:1/24:1),3245,2435,1836,10593,5718,5597,4451,12018,7351,11316,4825,5947,8057,1613,7690,7884,6728,9180,9515,5892,6826,1639,5621,7050,7641,10115,5961,1391,8490,5995,8542,9944,7376,9349,1279,5856,7254,5042,4661,6663,5546,1321,520,5859,4535,5702,3331,19712,18072,5209,965,4378,5547,9556,5313,33,14245,3968,5031,4511,4427,6032,10173,3716,5911,7071,5961,5650
GM3(d18:1/20:0),3203,3484,144,2550,3115,2460,2934,3746,2245,1627,2838,3410,3304,2509,3415,3399,3475,2717,4421,2526,2488,2763,2361,2763,3079,3490,1478,2710,5401,3785,3262,2867,4196,2717,3392,2810,1219,2934,2838,3119,2874,2596,2886,4384,3169,2742,3522,2423,2317,3364,2465,1889,2670,2241,1694,8,1529,2613,2557,3260,3058,3163,2385,2436,2140,1784,2658,2591
PE(O-36:3) ,3146,3426,108,3370,4211,2169,4007,3152,3451,4898,2615,26584,3412,3205,4944,4483,3823,3623,2574,2406,1576,2288,3131,4424,3229,2578,3598,2724,4559,3438,2663,4910,4765,2558,4089,3547,33140,3254,4007,4841,2661,5506,17997,5449,4470,4354,3159,3208,2762,3179,5275,2882,3209,2337,3477,24,1827,2154,2484,3643,17908,3387,3220,3268,4353,3690,4008,2724
PC(31:1),3139,2613,223,4407,4802,2769,3304,3912,3505,4950,4043,5502,3276,2799,5746,3925,3685,4876,3506,3408,2433,2621,1303,4484,2517,2970,1122,2714,2300,2891,2719,4917,6647,4002,3100,2802,3565,2038,2782,4646,3191,3724,1742,4981,4220,2816,2651,3052,2323,2975,2814,1095,1309,964,2235,83,1965,1452,536,2084,2019,2892,1483,1988,2269,1830,1787,2802
FA(22:4),3094,1282,364,3096,4214,1434,601,3225,4823,6134,2856,2321,4340,2203,5069,5292,2031,5218,4374,1960,2474,1430,2368,6113,2312,4200,3913,2160,3614,1260,2082,5673,3323,2952,1938,1992,3911,2431,1822,4564,857,3863,2695,4453,4327,1749,1862,2852,1634,3548,2323,1182,2864,952,1035,33,2587,959,4397,2086,5108,2507,2636,2605,2366,2910,1645,3296
dhCer(d18:0/24:0),3090,2383,432,1782,29043,28639,2697,3040,1740,1337,27907,1716,27137,1735,1856,31736,31232,2044,2528,2005,2164,1769,1543,33503,1952,1679,40676,2638,2859,2446,2482,2234,1612,2227,33514,1807,31743,2357,2630,1693,1893,36715,2683,2499,1881,2285,33157,1731,37322,32530,2374,32435,2374,1841,2131,180,1586,29476,2103,1529,35856,2824,2039,38769,1795,1800,2281,32083
FA(18:2),3077,1887,484,2098,2913,2217,2386,5338,4337,5033,2878,2422,2880,2518,3854,4317,2753,3758,2987,1446,1807,3265,1839,5093,1730,2225,2479,1254,2199,2189,1590,5026,4043,2798,2352,2178,3518,2040,1786,2461,1618,3045,1669,4776,2879,2443,1771,2532,2632,2317,2575,1319,2534,1625,1197,889,1671,849,2099,1983,2325,1759,1637,2454,1561,2715,1304,1985
LPI(18:0),3070,1837,87,1788,2775,1619,1881,150,283,198,2731,197,261,142,3046,203,2115,275,464,143,2211,187,151,3807,2053,295,189,2861,3033,2476,206,211,200,284,210,2332,145,3323,196,2956,114,3613,315,232,264,174,157,2612,126,3029,291,238,154,2019,1665,14,202,1823,3768,2347,265,274,3183,213,2192,2203,1835,268
PC(P-16:0/18:1),2949,4195,1349,2101,7087,2478,7110,3519,3562,4862,2917,5368,4035,6839,6045,4895,5731,1314,2508,7156,4081,2190,4001,11144,3885,7655,8239,3896,8391,5571,2416,3602,5381,4239,7342,2633,8460,9063,5251,3521,6773,6936,5743,8956,5547,10455,8448,3560,9923,4358,5365,10712,10032,4815,7078,300,10703,8166,6930,6632,8205,12315,10176,13895,12365,11477,14348,11156
LPC(20:2) ,2940,854,22,2493,1464,461,668,751,832,2324,1427,1031,420,806,1413,480,658,2110,947,679,250,499,489,383,447,472,320,383,248,1321,687,353,923,3161,203,55,704,241,1439,4028,182,284,140,765,3885,1432,1605,1982,1213,1982,3811,2366,1863,494,581,23,126,1909,1037,103,3452,2819,242,263,1629,1695,298,3196
CE(20:1),2803,2448,98,2233,5249,2684,844,3670,4730,2440,4248,4545,4225,1301,4480,3926,2569,6654,2760,2101,1827,2146,2362,1383,3757,3017,2874,3663,2750,954,2882,25232,5450,2694,1421,3818,5887,3127,1791,3387,3404,3991,3189,2107,2808,1542,3354,2869,2043,4283,2625,2145,1107,1536,1811,24,1722,2896,6275,1887,4963,1973,3984,1396,2229,1078,1740,2139
CE(20:5),2684,3480,17,2733,4583,4195,857,4439,9082,1113,5365,4779,8207,2016,8911,5485,6700,7152,1943,1236,2889,3613,4899,2380,6571,4127,3592,4656,1679,1444,1902,12462,9724,2524,1231,3969,10779,4764,2245,3912,3710,6039,5973,2707,4929,2316,9240,3342,4716,6315,3729,5068,2374,3343,3429,163,2270,7348,16844,5337,10420,2195,6806,2810,2095,2148,2171,3432
PC(P-37:4) ,2683,233,132,2051,334,2395,2948,2803,2267,2298,3139,2105,3906,3880,2380,3278,1785,2569,5126,3522,2642,2960,2897,548,1864,1714,1904,2885,1981,2625,2572,2775,3439,2693,2171,2869,3044,2967,3643,2722,3557,694,4336,4474,2149,3360,4441,3100,2271,4166,3201,4309,3539,3466,2904,11,3847,332,5144,4111,4099,3542,3606,2633,3811,3981,3064,3025
PI(18:0_20:2),2658,1264,27,2070,2272,11271,608,2027,2770,12233,2180,2970,3372,717,874,742,2050,1395,412,1065,2030,2067,352,1321,2602,3027,10231,2679,660,6715,3684,4087,1440,1158,1586,1984,2074,772,1688,1238,3223,632,1281,2429,5016,652,3769,2122,1064,7440,2723,2497,566,432,1605,17,1928,6405,3573,476,698,4202,1433,2174,1843,1517,2673,4016
