Lipids,contrast,Genotype,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction
PI(16:0_20:4),F - M,4s2-,-0.025878170278519214,0.3950943032827108,15,-0.0654987178086494,0.9486419112867595,0.9486419112867595,F,M,BH,M > F
PI(16:0_20:4),F - M,4s2M,0.2973787909536303,0.4048511873649047,15,0.7345385174468902,0.4739480216357198,0.4739480216357198,F,M,BH,F > M
PE(P-18:1/18:1),F - M,4s2-,-0.21085447870325652,0.26484733300082164,15,-0.7961359335364815,0.4383720100315823,0.4383720100315823,F,M,BH,M > F
PE(P-18:1/18:1),F - M,4s2M,0.3020826266972811,0.27138775817551264,15,1.1131033644558035,0.28318437939470603,0.28318437939470603,F,M,BH,F > M
SM(41:1),F - M,4s2-,0.09826320966860069,0.18484902982020832,15,0.531586288357453,0.602796789105713,0.602796789105713,F,M,BH,F > M
SM(41:1),F - M,4s2M,-0.08038848726325368,0.18941389077030724,15,-0.4244065043821774,0.6772936744678806,0.6772936744678806,F,M,BH,M > F
PE(P-16:0/22:6),F - M,4s2-,-0.09918979811895702,0.14815816628335432,15,-0.6694858650535355,0.5133596498382286,0.5133596498382286,F,M,BH,M > F
PE(P-16:0/22:6),F - M,4s2M,-0.13257291141458377,0.15181694354803874,15,-0.8732418682413688,0.3962959685936057,0.3962959685936057,F,M,BH,M > F
AC(16:0),F - M,4s2-,0.11808701739492064,0.4202207011507373,15,0.281011899393699,0.7825404267474545,0.7825404267474545,F,M,BH,F > M
AC(16:0),F - M,4s2M,0.21569580693888965,0.4305980835528627,15,0.5009214280732153,0.6236967764694173,0.6236967764694173,F,M,BH,F > M
PC(18:0_20:3),F - M,4s2-,-0.0070709224842255974,0.39954288241513836,15,-0.017697530841955217,0.9861134088106706,0.9861134088106706,F,M,BH,M > F
PC(18:0_20:3),F - M,4s2M,0.1842932723727964,0.4094096244997508,15,0.45014396668857154,0.6590440332702525,0.6590440332702525,F,M,BH,F > M
SM(42:2),F - M,4s2-,-1.2836994966141275,0.9155096286186498,15,-1.4021693016500705,0.18121968438105376,0.18121968438105376,F,M,BH,M > F
SM(42:2),F - M,4s2M,-0.11936984842544562,0.9381182090217263,15,-0.1272439307514615,0.9004374531887466,0.9004374531887466,F,M,BH,M > F
TG(56:7),F - M,4s2-,0.05994779462263345,0.39856132399517963,15,0.15041046637871588,0.8824447289627309,0.8824447289627309,F,M,BH,F > M
TG(56:7),F - M,4s2M,0.10873520287117872,0.40840382641942774,15,0.26624432935529957,0.7936760186291891,0.7936760186291891,F,M,BH,F > M
TG(50:2),F - M,4s2-,-0.05094894238072872,0.6513636299644883,15,-0.0782188934673961,0.9386878265657239,0.9386878265657239,F,M,BH,M > F
TG(50:2),F - M,4s2M,0.7418069720489429,0.6674491046982838,15,1.1114060485320032,0.2838909083320896,0.2838909083320896,F,M,BH,F > M
PI(38:5),F - M,4s2-,-0.07761751159862836,0.4577572327616008,15,-0.16956042645218328,0.8676214343472284,0.8676214343472284,F,M,BH,M > F
PI(38:5),F - M,4s2M,0.30376450828673685,0.46906158268700315,15,0.6476004846669222,0.527031621616729,0.527031621616729,F,M,BH,F > M
PE(38:5),F - M,4s2-,-0.1569179079928797,0.16116152708562084,15,-0.9736685351058592,0.34566232135671415,0.34566232135671415,F,M,BH,M > F
PE(38:5),F - M,4s2M,-0.16603511023428763,0.16514142334132212,15,-1.005411645817769,0.3306429901976141,0.3306429901976141,F,M,BH,M > F
PE(P-16:0/22:4),F - M,4s2-,-0.013725084575736277,0.2975319308575123,15,-0.04612978693137042,0.9638153531066262,0.9638153531066262,F,M,BH,M > F
PE(P-16:0/22:4),F - M,4s2M,0.1674892466113912,0.30487950467978236,15,0.549362105489205,0.5908425198954628,0.5908425198954628,F,M,BH,F > M
TG(52:1),F - M,4s2-,0.183466867058429,0.35695081066684686,15,0.5139836122396826,0.6147517442315664,0.6147517442315664,F,M,BH,F > M
TG(52:1),F - M,4s2M,0.25093213786648316,0.3657657382772546,15,0.6860460442477905,0.5031510476532624,0.5031510476532624,F,M,BH,F > M
PG(34:1),F - M,4s2-,0.021138715718090166,0.29129377491675096,15,0.07256837439842789,0.9431083992974953,0.9431083992974953,F,M,BH,F > M
PG(34:1),F - M,4s2M,0.09867252782652544,0.2984872970002464,15,0.3305753002495245,0.7455376302190668,0.7455376302190668,F,M,BH,F > M
TG(54:6),F - M,4s2-,0.12327626360003416,0.6890885261540376,15,0.17889757109738497,0.8604120925452459,0.8604120925452459,F,M,BH,F > M
TG(54:6),F - M,4s2M,-0.48436142365363033,0.7061056200888086,15,-0.6859617171616776,0.5032027305400195,0.5032027305400195,F,M,BH,M > F
HexCer(d18:1/18:0),F - M,4s2-,0.18713789495458938,0.19361447977632215,15,0.9665490678733584,0.34909581362353514,0.34909581362353514,F,M,BH,F > M
HexCer(d18:1/18:0),F - M,4s2M,-0.010791671767503841,0.19839580418448535,15,-0.05439465724521484,0.9573386083381412,0.9573386083381412,F,M,BH,M > F
DG(18:0_20:4),F - M,4s2-,-0.4185528842138323,0.4037571398986831,15,-1.036645158321812,0.3163249072530571,0.3163249072530571,F,M,BH,M > F
DG(18:0_20:4),F - M,4s2M,0.06970649749861538,0.4137279533946468,15,0.16848389606424236,0.8684534329148152,0.8684534329148152,F,M,BH,F > M
TG(52:3),F - M,4s2-,-0.01982677210009376,0.6283571712792209,15,-0.03155334737364429,0.9752442704243445,0.9752442704243445,F,M,BH,M > F
TG(52:3),F - M,4s2M,0.747325741875872,0.6438744997535819,15,1.1606698854542028,0.2639157159303693,0.2639157159303693,F,M,BH,F > M
TG(54:4),F - M,4s2-,-0.4016216747525352,0.7691932682373146,15,-0.5221336318671802,0.6092022901685163,0.6092022901685163,F,M,BH,M > F
TG(54:4),F - M,4s2M,1.782269641928111,0.7881885549135318,15,2.2612224331570445,0.039036722071333525,0.039036722071333525,F,M,BH,F > M
PC(28:0),F - M,4s2-,0.2819081986381173,0.6089748887665678,15,0.46292253398017913,0.6500647086681701,0.6500647086681701,F,M,BH,F > M
PC(28:0),F - M,4s2M,0.2961036527003354,0.6240135702896744,15,0.4745147650601262,0.6419671468336167,0.6419671468336167,F,M,BH,F > M
AC(18:0),F - M,4s2-,0.17259424137922535,0.5598191661800292,15,0.3083035590884391,0.7620914322617748,0.7620914322617748,F,M,BH,F > M
AC(18:0),F - M,4s2M,0.5045763148469331,0.5736439433687315,15,0.8795984350219095,0.3929507683635389,0.3929507683635389,F,M,BH,F > M
PE(36:2),F - M,4s2-,0.10586213596239208,0.39867526956123983,15,0.26553474480345407,0.7942122776438257,0.7942122776438257,F,M,BH,F > M
