Subclass,contrast,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction,p_adj_BH_global
COH,(F 4s2-) - F 4s2M,-0.05427192094422636,0.18782918963192274,15,-0.2889429542371965,0.9050254830103271,0.7765800035268863,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9916131744224951
COH,(F 4s2-) - M 4s2M,-0.21965660775661655,0.23297343684101646,15,-0.9428397105482569,0.9050254830103271,0.36070177554265836,(F 4s2-),M 4s2M,BH,M 4s2M > (F 4s2-),0.9916131744224951
COH,(M 4s2-) - F 4s2M,0.02896919312921878,0.23872673370862935,15,0.12134876006210618,0.9050254830103271,0.9050254830103271,(M 4s2-),F 4s2M,BH,(M 4s2-) > F 4s2M,0.9916131744224951
COH,(M 4s2-) - M 4s2M,-0.1364154936831714,0.2756578879388745,15,-0.4948724475224185,0.9050254830103271,0.6278600824657561,(M 4s2-),M 4s2M,BH,M 4s2M > (M 4s2-),0.9916131744224951
COH,F 4s2M - M 4s2M,-0.16538468681239019,0.23872673370862935,15,-0.6927782416453008,0.9050254830103271,0.4990349703757817,F 4s2M,M 4s2M,BH,M 4s2M > F 4s2M,0.9916131744224951
Cer,(F 4s2-) - (M 4s2-),0.06782116518214362,0.2868400871468731,15,0.23644242287312023,0.9642722668909757,0.816287742112199,(F 4s2-),(M 4s2-),BH,(F 4s2-) > (M 4s2-),0.9916131744224951
Cer,(F 4s2-) - F 4s2M,-0.08818087533825074,0.23125787151225086,15,-0.3813097247744035,0.9642722668909757,0.7083202578116429,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9916131744224951
Cer,(F 4s2-) - M 4s2M,0.08327948578921276,0.2868400871468731,15,0.29033419497802093,0.9642722668909757,0.775535926571005,(F 4s2-),M 4s2M,BH,(F 4s2-) > M 4s2M,0.9916131744224951
Cer,(M 4s2-) - F 4s2M,-0.15600204052039435,0.2939236250697569,15,-0.5307570648101879,0.9642722668909757,0.6033573653508983,(M 4s2-),F 4s2M,BH,F 4s2M > (M 4s2-),0.9916131744224951
Cer,(M 4s2-) - M 4s2M,0.015458320607069143,0.33939376811042954,15,0.04554686048931642,0.9642722668909757,0.9642722668909757,(M 4s2-),M 4s2M,BH,(M 4s2-) > M 4s2M,0.9916131744224951
Cer,F 4s2M - M 4s2M,0.1714603611274635,0.29392362506975694,15,0.5833500491386862,0.9642722668909757,0.5683257434086078,F 4s2M,M 4s2M,BH,F 4s2M > M 4s2M,0.9916131744224951
DG,(F 4s2-) - (M 4s2-),-0.3520321081150767,0.39584905358716893,15,-0.8893089548275416,0.8496995542546666,0.3878770502657922,(F 4s2-),(M 4s2-),BH,(M 4s2-) > (F 4s2-),0.9916131744224951
DG,(F 4s2-) - F 4s2M,-0.019269215082763802,0.31914370994398,15,-0.060377862644218086,0.9526517947322907,0.9526517947322907,(F 4s2-),F 4s2M,BH,F 4s2M > (F 4s2-),0.9916131744224951
