Lipids,contrast,Sex,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction
TG(51:0),(4s2-) - 4s2M,M,0.3781671184618472,0.36563736611027303,15,1.0342682491258164,0.3173985346155841,0.3173985346155841,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(10:0),(4s2-) - 4s2M,F,0.029369095025745622,0.27246298569690575,15,0.10779113702591697,0.9155899646386834,0.9155899646386834,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(10:0),(4s2-) - 4s2M,M,0.01320600730055153,0.399866343063666,15,0.033026053654255406,0.9740892710141229,0.9740892710141229,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-20:0/20:4),(4s2-) - 4s2M,F,0.6628063890613701,0.38059290607569146,15,1.7415100977461537,0.1020571422480562,0.1020571422480562,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-20:0/20:4),(4s2-) - 4s2M,M,-0.4910768000334772,0.5585576813643071,15,-0.8791872646599288,0.39316657834091073,0.39316657834091073,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d18:2/22:0),(4s2-) - 4s2M,F,-0.034697684974670955,0.29603426184659004,15,-0.1172083418933849,0.9082499445343388,0.9082499445343388,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d18:2/22:0),(4s2-) - 4s2M,M,-0.06505170312554104,0.4344595189815247,15,-0.1497301826371247,0.8829721831289588,0.8829721831289588,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(16:0_18:1),(4s2-) - 4s2M,F,-0.3451894603342176,0.6648874049450711,15,-0.5191697989266845,0.6112175600879117,0.6112175600879117,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(16:0_18:1),(4s2-) - 4s2M,M,1.553524630811755,0.9757879386238253,15,1.5920719751903514,0.13221886333219957,0.13221886333219957,(4s2-),4s2M,BH,(4s2-) > 4s2M
PI(16:0_16:1),(4s2-) - 4s2M,F,-0.2421356773834529,0.3398998825710184,15,-0.7123735246741701,0.4871673374896579,0.4871673374896579,(4s2-),4s2M,BH,4s2M > (4s2-)
PI(16:0_16:1),(4s2-) - 4s2M,M,0.21678396486251697,0.4988366500638628,15,0.43457906477954966,0.6700548137679434,0.6700548137679434,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d18:2/23:0),(4s2-) - 4s2M,F,-0.13567513425581157,0.340019749874277,15,-0.3990213342194908,0.6955005505519531,0.6955005505519531,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d18:2/23:0),(4s2-) - 4s2M,M,-0.245906930939444,0.4990125671708575,15,-0.49278705010097995,0.6292984325546325,0.6292984325546325,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(18:1)-OH,(4s2-) - 4s2M,F,-0.036500118158107796,0.256331280889021,15,-0.14239431891229293,0.8886635870161224,0.8886635870161224,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(18:1)-OH,(4s2-) - 4s2M,M,-0.010112850987379641,0.37619147290685456,15,-0.02688219089400677,0.9789080844630005,0.9789080844630005,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(35:1),(4s2-) - 4s2M,F,-0.2634143090723141,0.28338857268130946,15,-0.9295163406907807,0.36733964367495375,0.36733964367495375,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(35:1),(4s2-) - 4s2M,M,0.5409497111255636,0.4159007210989175,15,1.3006702890445445,0.21299951742091505,0.21299951742091505,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d20:1/22:0),(4s2-) - 4s2M,F,0.09558434107897616,0.16314807935863557,15,0.5858747553433383,0.5666713305984017,0.5666713305984017,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d20:1/22:0),(4s2-) - 4s2M,M,-0.15273390306683154,0.23943592082474657,15,-0.6378905159289948,0.5331625926324672,0.5331625926324672,(4s2-),4s2M,BH,4s2M > (4s2-)
PI(15-MHDA_18:1)/PI(17:0_18:1),(4s2-) - 4s2M,F,0.23426148670785013,0.43587496987871543,15,0.5374511107463561,0.5988394189314583,0.5988394189314583,(4s2-),4s2M,BH,(4s2-) > 4s2M
PI(15-MHDA_18:1)/PI(17:0_18:1),(4s2-) - 4s2M,M,-0.02007720816847497,0.6396895702826723,15,-0.03138586136335325,0.9753756283593558,0.9753756283593558,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d18:2/18:0),(4s2-) - 4s2M,F,-0.22676571606108534,0.757644483595721,15,-0.29930359287363,0.7688155307662076,0.7688155307662076,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d18:2/18:0),(4s2-) - 4s2M,M,-0.3211982270534818,1.1119181132911633,15,-0.288868598518256,0.7766358174162926,0.7766358174162926,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(35:3),(4s2-) - 4s2M,F,0.7698858872330316,0.6356771862294824,15,1.211127131680795,0.24458320500902692,0.24458320500902692,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(35:3),(4s2-) - 4s2M,M,-0.0022904468210918627,0.9329190575241898,15,-0.0024551399208955203,0.998073438238134,0.998073438238134,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(P-16:0),(4s2-) - 4s2M,F,0.1253266202126991,0.2769248103887624,15,0.4525655178268739,0.6573382194383903,0.6573382194383903,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(P-16:0),(4s2-) - 4s2M,M,0.14029800552989327,0.40641451149968466,15,0.34520914376848505,0.7347303253913074,0.7347303253913074,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-18:1/18:2),(4s2-) - 4s2M,F,0.08946162701028931,0.20601385276569228,15,0.43425054096744437,0.6702880712234767,0.6702880712234767,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-18:1/18:2),(4s2-) - 4s2M,M,-0.3783609787627414,0.3023456772125118,15,-1.2514185162197644,0.229947215494077,0.229947215494077,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-40:7),(4s2-) - 4s2M,F,-0.01146782169029259,0.6722097869683532,15,-0.017059885042751514,0.98661369290384,0.98661369290384,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-40:7),(4s2-) - 4s2M,M,-1.6882324685638717,0.9865342574849937,15,-1.711276071514984,0.10762337321671263,0.10762337321671263,(4s2-),4s2M,BH,4s2M > (4s2-)
LPE(P-18:1),(4s2-) - 4s2M,F,0.03700728836780878,0.1373597196469305,15,0.26941878203400776,0.7912782890526268,0.7912782890526268,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPE(P-18:1),(4s2-) - 4s2M,M,0.11678767931894757,0.20158895579515138,15,0.579335702485724,0.5709615358775708,0.5709615358775708,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(18:0),(4s2-) - 4s2M,F,0.1360579287206642,0.3456947128345758,15,0.3935782749034162,0.6994302700915782,0.6994302700915782,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(18:0),(4s2-) - 4s2M,M,0.9459006313633307,0.507341135839193,15,1.864427235530027,0.08195036589596826,0.08195036589596826,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(m18:1/23:0),(4s2-) - 4s2M,F,0.04572241107904995,0.3680142340092225,15,0.12424087672082852,0.9027741901060294,0.9027741901060294,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(m18:1/23:0),(4s2-) - 4s2M,M,0.36452453193690226,0.5400972376935794,15,0.674923896099822,0.5099942810394105,0.5099942810394105,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(16:0)-OH,(4s2-) - 4s2M,F,0.011438170284905312,0.5200768697652064,15,0.021993230135516663,0.9827432571220812,0.9827432571220812,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(16:0)-OH,(4s2-) - 4s2M,M,-0.014233130224372222,0.7632641751065319,15,-0.01864771161621158,0.9853679272884208,0.9853679272884208,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(18:1_22:6),(4s2-) - 4s2M,F,0.1880037578273881,0.19901814260150416,15,0.9446563784078205,0.35980315323779755,0.35980315323779755,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(18:1_22:6),(4s2-) - 4s2M,M,0.36563418755477994,0.2920787815704041,15,1.2518341304660834,0.229799893638906,0.229799893638906,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPE(18:1),(4s2-) - 4s2M,F,0.01416771013429248,0.1834119455087812,15,0.07724529661899351,0.9394493566091303,0.9394493566091303,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPE(18:1),(4s2-) - 4s2M,M,0.23911829498373643,0.26917514589073094,15,0.888337198415801,0.3883828005986618,0.3883828005986618,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-36:5),(4s2-) - 4s2M,F,-0.7070486938286574,0.7747230679269465,15,-0.912647012977971,0.3758638370596238,0.3758638370596238,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-36:5),(4s2-) - 4s2M,M,1.9170235592405613,1.1369826226731035,15,1.6860623205775496,0.11246610095455305,0.11246610095455305,(4s2-),4s2M,BH,(4s2-) > 4s2M
SHexCer(d18:1/16:0),(4s2-) - 4s2M,F,-0.0725462992591479,0.2463431690403305,15,-0.2944928391632035,0.7724176853137746,0.7724176853137746,(4s2-),4s2M,BH,4s2M > (4s2-)
SHexCer(d18:1/16:0),(4s2-) - 4s2M,M,0.16607750383445755,0.3615329322290038,15,0.4593703340122277,0.6525552519089259,0.6525552519089259,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(18:0)-OH,(4s2-) - 4s2M,F,0.5360622089991116,0.5660590480447408,15,0.9470075795992606,0.3586424248543282,0.3586424248543282,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(18:0)-OH,(4s2-) - 4s2M,M,-0.36710913993748334,0.8307475634563638,15,-0.44190215666731386,0.6648644384114628,0.6648644384114628,(4s2-),4s2M,BH,4s2M > (4s2-)
TG(56:9),(4s2-) - 4s2M,F,0.22463839924239337,0.419329659914413,15,0.5357083476714789,0.6000140157624598,0.6000140157624598,(4s2-),4s2M,BH,(4s2-) > 4s2M
TG(56:9),(4s2-) - 4s2M,M,0.5701628431757275,0.615407693706453,15,0.9264798750593666,0.3688641229875418,0.3688641229875418,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(18:2),(4s2-) - 4s2M,F,0.1371277554269023,0.21360871459882086,15,0.6419576826930603,0.5305897097166791,0.5305897097166791,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(18:2),(4s2-) - 4s2M,M,0.33057981481654497,0.3134918871078452,15,1.054508357030692,0.30834033186680126,0.30834033186680126,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(m18:1/24:0),(4s2-) - 4s2M,F,0.15515992176920643,0.3819285739215731,15,0.4062537667083994,0.6902928972949398,0.6902928972949398,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(m18:1/24:0),(4s2-) - 4s2M,M,0.08023904705418294,0.5605179058539357,15,0.14315162141330823,0.8880757481552466,0.8880757481552466,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/18:0),(4s2-) - 4s2M,F,0.07939837866348437,0.17744603758244473,15,0.4474508405215552,0.660943452181155,0.660943452181155,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/18:0),(4s2-) - 4s2M,M,0.02108400297545286,0.2604195867476902,15,0.08096166359360779,0.9365428157651725,0.9365428157651725,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(16:1),(4s2-) - 4s2M,F,-0.021638423121899487,0.20042929851589322,15,-0.10796037945611853,0.9154579804205167,0.9154579804205167,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(16:1),(4s2-) - 4s2M,M,0.09710090312835121,0.2941497922566304,15,0.3301069920309028,0.7458844105251525,0.7458844105251525,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d16:1/18:0),(4s2-) - 4s2M,F,-0.15555540535091875,0.28146524232884473,15,-0.5526629294041872,0.5886360030568292,0.5886360030568292,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d16:1/18:0),(4s2-) - 4s2M,M,-0.07889235451116092,0.4130780438366234,15,-0.19098655977552673,0.8510971305727871,0.8510971305727871,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-32:2),(4s2-) - 4s2M,F,0.35071409193720193,0.40862138260045316,15,0.8582861956593384,0.4042410430525277,0.4042410430525277,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-32:2),(4s2-) - 4s2M,M,0.0032481233996684566,0.5996922390765607,15,0.005416317217428222,0.9957498037839653,0.9957498037839653,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(17:0),(4s2-) - 4s2M,F,0.09474378026221741,0.5445552825060851,15,0.17398376860141598,0.8642045535574363,0.8642045535574363,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(17:0),(4s2-) - 4s2M,M,-0.6520863276365827,0.799188663571129,15,-0.8159354071950571,0.42730469308321495,0.42730469308321495,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-16:0/16:1),(4s2-) - 4s2M,F,-0.051440402045111876,0.33623103127062665,15,-0.15299123894281005,0.8804442662747205,0.8804442662747205,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-16:0/16:1),(4s2-) - 4s2M,M,0.15518635644573384,0.4934522484029194,15,0.31449113252194416,0.7574799664197163,0.7574799664197163,(4s2-),4s2M,BH,(4s2-) > 4s2M
FA(17:0),(4s2-) - 4s2M,F,0.0526511516648207,0.30029335746562624,15,0.17533238866546536,0.863163344045669,0.863163344045669,(4s2-),4s2M,BH,(4s2-) > 4s2M
FA(17:0),(4s2-) - 4s2M,M,0.046230932801300535,0.4407101624793428,15,0.10490099103051088,0.9178442465084908,0.9178442465084908,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(35:5),(4s2-) - 4s2M,F,0.36989941633300105,0.5063315594770866,15,0.7305478187356409,0.47631194731226767,0.47631194731226767,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(35:5),(4s2-) - 4s2M,M,0.6220092692630453,0.7430915746150286,15,0.8370560110108743,0.41569855971261915,0.41569855971261915,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-20:1/22:6),(4s2-) - 4s2M,F,0.11623315318728505,0.13233663437090198,15,0.8783142607474552,0.3936250521918607,0.3936250521918607,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-20:1/22:6),(4s2-) - 4s2M,M,-0.17039005984802869,0.19421708201536086,15,-0.8773175772178079,0.3941489148127658,0.3941489148127658,(4s2-),4s2M,BH,4s2M > (4s2-)
CE(18:2),(4s2-) - 4s2M,F,0.44225020602798915,0.25476640280767116,15,1.735904739220476,0.10306966555735908,0.10306966555735908,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(18:2),(4s2-) - 4s2M,M,0.5086952754111548,0.373894859757258,15,1.3605302724445385,0.19375699480272315,0.19375699480272315,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-16:0/18:2),(4s2-) - 4s2M,F,0.024017452660477456,0.14476494144609864,15,0.16590655458814968,0.8704459871557239,0.8704459871557239,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-16:0/18:2),(4s2-) - 4s2M,M,-0.03322812185157774,0.21245685020963412,15,-0.15639939036463682,0.8778037592279244,0.8778037592279244,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(m18:1/20:0),(4s2-) - 4s2M,F,0.5943131037544298,0.46624731496073,15,1.27467351485871,0.2218173630472135,0.2218173630472135,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(m18:1/20:0),(4s2-) - 4s2M,M,0.1537828321222591,0.6842639866098982,15,0.22474196382036302,0.8252128462927372,0.8252128462927372,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(22:4),(4s2-) - 4s2M,F,0.11975055602934476,0.24779531530289953,15,0.48326400312679163,0.6358863727344405,0.6358863727344405,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(22:4),(4s2-) - 4s2M,M,0.9806547199623579,0.36366410029985874,15,2.6965947949048594,0.016571539995952976,0.016571539995952976,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(14:0_16:0),(4s2-) - 4s2M,F,-0.07946572360188123,0.24604548717148172,15,-0.32297167696677764,0.7511750633544316,0.7511750633544316,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(14:0_16:0),(4s2-) - 4s2M,M,0.2169939632894972,0.3610960546840101,15,0.6009314155464408,0.5568580350333048,0.5568580350333048,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-34:2),(4s2-) - 4s2M,F,0.1151286810033923,0.4172065238910339,15,0.27595129608630387,0.7863510182533074,0.7863510182533074,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-34:2),(4s2-) - 4s2M,M,-0.46726866423979446,0.6122917818870041,15,-0.7631470453510464,0.4572109405369018,0.4572109405369018,(4s2-),4s2M,BH,4s2M > (4s2-)
dhCer(d18:0/24:1),(4s2-) - 4s2M,F,0.020077562119347386,0.23326543415436193,15,0.08607174137108195,0.9325477957896817,0.9325477957896817,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/24:1),(4s2-) - 4s2M,M,0.18960893824731956,0.34234006457752164,15,0.5538613731387648,0.5878359132972387,0.5878359132972387,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d20:1/23:0),(4s2-) - 4s2M,F,0.03188821917170596,0.20127493869921273,15,0.15843114586342033,0.8762303426552471,0.8762303426552471,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d20:1/23:0),(4s2-) - 4s2M,M,-0.11223645464457671,0.29539085275072563,15,-0.3799591409125007,0.709301624858417,0.709301624858417,(4s2-),4s2M,BH,4s2M > (4s2-)
Hex2Cer(d18:1/16:0),(4s2-) - 4s2M,F,0.025400098206112026,0.1489456678883539,15,0.17053264164185916,0.866870194882472,0.866870194882472,(4s2-),4s2M,BH,(4s2-) > 4s2M
Hex2Cer(d18:1/16:0),(4s2-) - 4s2M,M,0.09146388141008013,0.21859247919989216,15,0.4184219042890349,0.6815678199719561,0.6815678199719561,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-38:5),(4s2-) - 4s2M,F,-0.024534800143165454,0.3330892359780741,15,-0.07365833984734493,0.9422555310938219,0.9422555310938219,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-38:5),(4s2-) - 4s2M,M,-0.030669720510568266,0.4888413534915454,15,-0.0627396194931342,0.950802250987449,0.950802250987449,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(14:0_16:0),(4s2-) - 4s2M,F,0.30126588986942726,0.731163139440502,15,0.4120364849080888,0.686140683737134,0.686140683737134,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(14:0_16:0),(4s2-) - 4s2M,M,1.5359513368236533,1.0730541251436605,15,1.4313829105479838,0.1728257594675454,0.1728257594675454,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(15:0),(4s2-) - 4s2M,F,0.22259694006448355,0.3627250618071842,15,0.6136795151552298,0.5486212684660404,0.5486212684660404,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(15:0),(4s2-) - 4s2M,M,-0.34181447848302976,0.5323348550680884,15,-0.6421042605585349,0.5304971146858779,0.5304971146858779,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(20:4),(4s2-) - 4s2M,F,-0.06283286766990503,0.1505805972886963,15,-0.4172706763105776,0.6823913160804471,0.6823913160804471,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(20:4),(4s2-) - 4s2M,M,0.543216845534368,0.22099189957917786,15,2.458084873557739,0.02661511726399212,0.02661511726399212,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(35:2),(4s2-) - 4s2M,F,0.5725029583394152,0.6182356708668665,15,0.926027056214135,0.36909183521679356,0.36909183521679356,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(35:2),(4s2-) - 4s2M,M,-0.07748546700410766,0.9073219110064742,15,-0.08540019376161055,0.9330727020870634,0.9330727020870634,(4s2-),4s2M,BH,4s2M > (4s2-)
PI(37:6),(4s2-) - 4s2M,F,-0.16992637915322412,0.40094189776989214,15,-0.4238179648931276,0.6777134993150582,0.6777134993150582,(4s2-),4s2M,BH,4s2M > (4s2-)
PI(37:6),(4s2-) - 4s2M,M,0.05849175491484617,0.5884218365741624,15,0.09940445999657271,0.9221334738700405,0.9221334738700405,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(33:1),(4s2-) - 4s2M,F,0.018890228597105596,0.3783014987553571,15,0.049934321326391765,0.9608335836846733,0.9608335836846733,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(33:1),(4s2-) - 4s2M,M,-0.8216235766320072,0.555194814796183,15,-1.4798833755924623,0.15959966387212063,0.15959966387212063,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(O-18:1),(4s2-) - 4s2M,F,0.031092986414183052,0.16591856981025327,15,0.18739907443598033,0.8538590830773012,0.8538590830773012,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(O-18:1),(4s2-) - 4s2M,M,0.18482334272486506,0.24350188920774574,15,0.7590222126251408,0.45960134357808724,0.45960134357808724,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(O-20:0),(4s2-) - 4s2M,F,0.12666086870153134,0.4230141769618953,15,0.2994246424817597,0.76872496283498,0.76872496283498,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(O-20:0),(4s2-) - 4s2M,M,0.09993966754314704,0.6208150863985799,15,0.16098137711650762,0.8742561760670394,0.8742561760670394,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(P-18:0),(4s2-) - 4s2M,F,-0.018002118941356983,0.15386226905491243,15,-0.11700151734361948,0.9084110589144,0.9084110589144,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(P-18:0),(4s2-) - 4s2M,M,0.12430430881572418,0.22580807703144978,15,0.5504865479121525,0.5900903876197541,0.5900903876197541,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-16:0/20:5),(4s2-) - 4s2M,F,0.32908685247508007,0.3058651690402251,15,1.075921307116212,0.29896401019316937,0.29896401019316937,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-16:0/20:5),(4s2-) - 4s2M,M,0.013340791296675286,0.44888734630075594,15,0.029719686702277665,0.9766824352566574,0.9766824352566574,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(14:0)-OH,(4s2-) - 4s2M,F,0.013642688162232963,0.3719554151552481,15,0.03667828886571991,0.9712251965852063,0.9712251965852063,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(14:0)-OH,(4s2-) - 4s2M,M,-0.197244650278777,0.5458813103013936,15,-0.36133248483974234,0.7228898035338416,0.7228898035338416,(4s2-),4s2M,BH,4s2M > (4s2-)
LPI(20:4),(4s2-) - 4s2M,F,0.5866291614772459,0.6862074936058685,15,0.8548859739124087,0.4060619541419055,0.4060619541419055,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPI(20:4),(4s2-) - 4s2M,M,-0.9958567175465232,1.0070772745487784,15,-0.9888582958966257,0.3384163103799279,0.3384163103799279,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(O-16:0/18:2),(4s2-) - 4s2M,F,0.4398332534504379,0.24344752832624914,15,1.8066860504782292,0.09091038632537334,0.09091038632537334,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(O-16:0/18:2),(4s2-) - 4s2M,M,-0.17734444780789882,0.3572832934745712,15,-0.49636927067937725,0.6268286461993604,0.6268286461993604,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(36:4) [+OH],(4s2-) - 4s2M,F,0.10584993224173753,0.39973025431528897,15,0.26480340454352486,0.7947650905089971,0.7947650905089971,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(36:4) [+OH],(4s2-) - 4s2M,M,0.37932658946263764,0.5866436301287989,15,0.6466048039750395,0.5276584747596913,0.5276584747596913,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(15:0),(4s2-) - 4s2M,F,0.20998022581019357,0.24738938115226183,15,0.8487843125366651,0.40934307561022143,0.40934307561022143,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(15:0),(4s2-) - 4s2M,M,0.12053681405304087,0.36306835183910924,15,0.3319948253337591,0.7444868253378507,0.7444868253378507,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:6),(4s2-) - 4s2M,F,0.03386582727407067,0.15297380370952599,15,0.22138318099468018,0.8277795933030254,0.8277795933030254,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:6),(4s2-) - 4s2M,M,0.6598842738914377,0.22450416638211967,15,2.9392963370144085,0.010151822940232865,0.010151822940232865,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(14:0),(4s2-) - 4s2M,F,0.17543365082766268,0.12640841791140237,15,1.3878320267454127,0.18545967078434095,0.18545967078434095,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(14:0),(4s2-) - 4s2M,M,0.08356561826882711,0.18551683882274256,15,0.4504476186588771,0.6588300241055094,0.6588300241055094,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-16:0/18:3),(4s2-) - 4s2M,F,-0.44190175086803174,0.29042511208685945,15,-1.521568667711727,0.1489163036850643,0.1489163036850643,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-16:0/18:3),(4s2-) - 4s2M,M,0.06356819953751539,0.42622753768548555,15,0.14914146533728315,0.8834286879694729,0.8834286879694729,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-34:4),(4s2-) - 4s2M,F,-0.045131283236550766,0.1253930773668235,15,-0.3599184594897868,0.72392535411151,0.72392535411151,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-34:4),(4s2-) - 4s2M,M,0.021355871417351714,0.1840267262869552,15,0.11604766246860922,0.9091541565512942,0.9091541565512942,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:4),(4s2-) - 4s2M,F,0.033243920241652736,0.15117022225886828,15,0.21991050714157767,0.8289056372569192,0.8289056372569192,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:4),(4s2-) - 4s2M,M,0.43041890168390207,0.22185723246099534,15,1.94007153568714,0.07140969365136296,0.07140969365136296,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:0_22:5),(4s2-) - 4s2M,F,0.21633734380008918,0.325546776211027,15,0.6645353589981621,0.5164343663832344,0.5164343663832344,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:0_22:5),(4s2-) - 4s2M,M,0.672074599363221,0.47777204880401253,15,1.4066846334891256,0.17990088687308384,0.17990088687308384,(4s2-),4s2M,BH,(4s2-) > 4s2M
SM(38:3),(4s2-) - 4s2M,F,0.2779574974239669,0.5207360020603987,15,0.5337781454022213,0.6013162839945554,0.6013162839945554,(4s2-),4s2M,BH,(4s2-) > 4s2M
SM(38:3),(4s2-) - 4s2M,M,-0.33993451690493626,0.7642315168531534,15,-0.4448056765633947,0.6628113909945049,0.6628113909945049,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-18:0/22:6),(4s2-) - 4s2M,F,0.3413594500555282,0.22353989739256297,15,1.5270627482487384,0.1475541059910398,0.1475541059910398,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-18:0/22:6),(4s2-) - 4s2M,M,-0.45162997055434,0.32806687877459606,15,-1.3766399468342554,0.18882542946156758,0.18882542946156758,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d18:1/18:1) d9 (IS),(4s2-) - 4s2M,F,-0.06849335395380593,0.25737698466811193,15,-0.26612074130143465,0.7937694109173973,0.7937694109173973,(4s2-),4s2M,BH,4s2M > (4s2-)
