Lipids,contrast,Sex,estimate_log2,SE,df,t_ratio,p_adj,raw_p,label1,label2,adj_method,Direction
SM(d18:1/18:1) d9 (IS),(4s2-) - 4s2M,M,0.048720100698642896,0.3777261464883079,15,0.12898260062637992,0.899084992464549,0.899084992464549,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/22:0),(4s2-) - 4s2M,F,0.09122942738827382,0.14372727646527614,15,0.6347398324932041,0.5351604823241567,0.5351604823241567,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/22:0),(4s2-) - 4s2M,M,-0.025790255417964716,0.21093397435864317,15,-0.1222669581625315,0.9043106434333996,0.9043106434333996,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(22:1),(4s2-) - 4s2M,F,-0.00847902754953641,0.14863882851588514,15,-0.057044499302080075,0.955262700990306,0.955262700990306,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(22:1),(4s2-) - 4s2M,M,0.12369638355921231,0.21814216211383658,15,0.5670448223331621,0.5790713429236851,0.5790713429236851,(4s2-),4s2M,BH,(4s2-) > 4s2M
SM(d18:2/14:0),(4s2-) - 4s2M,F,-0.005093648470291118,0.20906733879338982,15,-0.024363673922902424,0.9808836882376475,0.9808836882376475,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d18:2/14:0),(4s2-) - 4s2M,M,-0.2932367665964013,0.3068269695552804,15,-0.955707273781777,0.35437019928983027,0.35437019928983027,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(16:1)-OH,(4s2-) - 4s2M,F,-0.07995384871226036,0.5870428517939803,15,-0.13619763611450933,0.8934761266568642,0.8934761266568642,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(16:1)-OH,(4s2-) - 4s2M,M,0.5847237986538563,0.8615433680582706,15,0.6786934010898317,0.5076689794984666,0.5076689794984666,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(18:0_18:2),(4s2-) - 4s2M,F,-0.04301963494215516,0.44004721967366284,15,-0.09776140609196063,0.9234161251112193,0.9234161251112193,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(18:0_18:2),(4s2-) - 4s2M,M,0.5583209859317741,0.6458127589557554,15,0.8645245517207638,0.40091426543765074,0.40091426543765074,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(O-36:5),(4s2-) - 4s2M,F,0.13652680644114057,0.3248121124853011,15,0.4203254780017444,0.6802070738469131,0.6802070738469131,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(O-36:5),(4s2-) - 4s2M,M,0.022453128705630383,0.47669385722273727,15,0.04710177898335925,0.9630535082148001,0.9630535082148001,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(19:0),(4s2-) - 4s2M,F,0.054439845905929915,0.3419846312518267,15,0.1591879895498641,0.8756443710393875,0.8756443710393875,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(19:0),(4s2-) - 4s2M,M,-0.029543344988339642,0.5018962246665172,15,-0.05886345331242448,0.9538379106908226,0.9538379106908226,(4s2-),4s2M,BH,4s2M > (4s2-)
CE(16:1),(4s2-) - 4s2M,F,0.16437698157059305,0.2976043851348764,15,0.5523338693282233,0.5888557829601818,0.5888557829601818,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(16:1),(4s2-) - 4s2M,M,0.22532065108180305,0.4367638299903771,15,0.5158867003404731,0.613453711650638,0.613453711650638,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-36:2),(4s2-) - 4s2M,F,-0.3061016397934041,0.4067106997961349,15,-0.7526274571749368,0.46332241805792507,0.46332241805792507,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-36:2),(4s2-) - 4s2M,M,-0.774603599993268,0.5968881233403875,15,-1.2977366606966891,0.21398041295226572,0.21398041295226572,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(14:2),(4s2-) - 4s2M,F,-0.26805385078140176,0.5010396427292392,15,-0.5349952936284076,0.6004949349400135,0.6004949349400135,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(14:2),(4s2-) - 4s2M,M,-0.3834911721832396,0.7353251640974802,15,-0.5215259736880175,0.609615204117373,0.609615204117373,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(16:0_16:1),(4s2-) - 4s2M,F,0.06369405439133224,0.5282728780633514,15,0.12057036625623233,0.9056315480438725,0.9056315480438725,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:0_16:1),(4s2-) - 4s2M,M,0.7639920409698004,0.7752926268153614,15,0.9854241025198706,0.34004506315447136,0.34004506315447136,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(34:3),(4s2-) - 4s2M,F,0.8385357064875214,0.9143216115921936,15,0.9171124206801815,0.3735944220783276,0.3735944220783276,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(34:3),(4s2-) - 4s2M,M,1.6660078225199364,1.3418572738469412,15,1.2415685743862275,0.23346040625286513,0.23346040625286513,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(14:0),(4s2-) - 4s2M,F,0.03089521238753129,0.24223708785593245,15,0.1275412145224675,0.9002061820736029,0.9002061820736029,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(14:0),(4s2-) - 4s2M,M,0.7383663195500532,0.3555068525274687,15,2.0769397672665177,0.05540367821969584,0.05540367821969584,(4s2-),4s2M,BH,(4s2-) > 4s2M
Hex2Cer(d18:1/22:0),(4s2-) - 4s2M,F,0.811498744448574,0.6624858619090035,15,1.224929905840071,0.23949000745662058,0.23949000745662058,(4s2-),4s2M,BH,(4s2-) > 4s2M
Hex2Cer(d18:1/22:0),(4s2-) - 4s2M,M,-1.2536110477395324,0.9722634370146025,15,-1.289373846648832,0.2167963388059747,0.2167963388059747,(4s2-),4s2M,BH,4s2M > (4s2-)
S1P(d18:0),(4s2-) - 4s2M,F,-0.2508308989274658,0.1846615992999822,15,-1.3583273397301827,0.19443939961840934,0.19443939961840934,(4s2-),4s2M,BH,4s2M > (4s2-)
S1P(d18:0),(4s2-) - 4s2M,M,0.11660965012488163,0.27100913625938605,15,0.43027940583255153,0.673110411297991,0.673110411297991,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:3),(4s2-) - 4s2M,F,0.04640333079848874,0.4165829967827198,15,0.11139036196115239,0.9127836576504234,0.9127836576504234,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:3),(4s2-) - 4s2M,M,0.9865779376798489,0.6113766942689011,15,1.6136989632220484,0.12742791285644864,0.12742791285644864,(4s2-),4s2M,BH,(4s2-) > 4s2M
SM(35:1),(4s2-) - 4s2M,F,0.5859373674500573,0.7586974991945813,15,0.7722937904396379,0.45193780060936906,0.45193780060936906,(4s2-),4s2M,BH,(4s2-) > 4s2M
SM(35:1),(4s2-) - 4s2M,M,0.3225451207824407,1.113463517690327,15,0.2896773137673164,0.7760288370671353,0.7760288370671353,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-36:3),(4s2-) - 4s2M,F,0.7454851731547322,0.7146078920647474,15,1.0432087042878433,0.31337386988169397,0.31337386988169397,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-36:3),(4s2-) - 4s2M,M,-2.225190882016963,1.048757664434603,15,-2.1217398046064226,0.05092551352986657,0.05092551352986657,(4s2-),4s2M,BH,4s2M > (4s2-)
FA(16:1),(4s2-) - 4s2M,F,0.3808878923973828,0.25761785222713846,15,1.4784996035971867,0.15996500413434053,0.15996500413434053,(4s2-),4s2M,BH,(4s2-) > 4s2M
FA(16:1),(4s2-) - 4s2M,M,0.38647366404757705,0.37807964342200784,15,1.0222017259368812,0.32288947580186744,0.32288947580186744,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(14:1)-OH,(4s2-) - 4s2M,F,-0.0821692570480789,0.44700456421336504,15,-0.18382196430741077,0.8566150160303727,0.8566150160303727,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(14:1)-OH,(4s2-) - 4s2M,M,0.0523530814520097,0.6560233492545033,15,0.07980368612108561,0.9374483626756012,0.9374483626756012,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d18:2/24:1),(4s2-) - 4s2M,F,0.5469213188155252,0.5078721298971055,15,1.0768878357753773,0.29854578319801495,0.29854578319801495,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d18:2/24:1),(4s2-) - 4s2M,M,-0.11008633574662005,0.7453525138707199,15,-0.14769700738637925,0.884548934199703,0.884548934199703,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-35:4),(4s2-) - 4s2M,F,0.1935210182343339,0.2100025345540432,15,0.9215175361825557,0.37136482770651,0.37136482770651,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-35:4),(4s2-) - 4s2M,M,-0.3993637188744097,0.3081994617046438,15,-1.295796289407965,0.21463117138972557,0.21463117138972557,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(m18:1/24:1),(4s2-) - 4s2M,F,-0.02066445216535881,0.555092233098618,15,-0.03722706053732074,0.9707948854700474,0.9707948854700474,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(m18:1/24:1),(4s2-) - 4s2M,M,0.2708063555982658,0.8146526793151455,15,0.3324194008984599,0.744172634607636,0.744172634607636,(4s2-),4s2M,BH,(4s2-) > 4s2M
GM3(d18:1/20:0),(4s2-) - 4s2M,F,0.0565428904609261,0.19551027013237832,15,0.2892067532955757,0.7763819973946583,0.7763819973946583,(4s2-),4s2M,BH,(4s2-) > 4s2M
GM3(d18:1/20:0),(4s2-) - 4s2M,M,-0.048789841762683694,0.28693063224444965,15,-0.1700405473651811,0.8672504240530722,0.8672504240530722,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(O-36:3),(4s2-) - 4s2M,F,0.4432535601761276,0.41654727462079594,15,1.0641134564609593,0.30410821071417576,0.30410821071417576,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(O-36:3),(4s2-) - 4s2M,M,0.1846199201623543,0.6113242684679495,15,0.30199998541695966,0.7667989474839229,0.7667989474839229,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(31:1),(4s2-) - 4s2M,F,-0.18748227301442386,0.425527942146718,15,-0.44058745488864215,0.6657949635338578,0.6657949635338578,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(31:1),(4s2-) - 4s2M,M,-0.1713515136139472,0.6245042850954405,15,-0.27438004462653165,0.7875353115287113,0.7875353115287113,(4s2-),4s2M,BH,4s2M > (4s2-)
FA(22:4),(4s2-) - 4s2M,F,0.12334741338108557,0.30067246778038587,15,0.4102384707574214,0.6874306159194774,0.6874306159194774,(4s2-),4s2M,BH,(4s2-) > 4s2M
FA(22:4),(4s2-) - 4s2M,M,1.18201313289949,0.4412665443115132,15,2.6786828689760016,0.017177041700931994,0.017177041700931994,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/24:0),(4s2-) - 4s2M,F,0.13874569857938535,0.8491236807704298,15,0.16339869175889446,0.8723856982547327,0.8723856982547327,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/24:0),(4s2-) - 4s2M,M,-2.6256208120435174,1.2461728706744017,15,-2.1069474980807343,0.05236588851293052,0.05236588851293052,(4s2-),4s2M,BH,4s2M > (4s2-)
FA(18:2),(4s2-) - 4s2M,F,0.27266916991292567,0.3256170587018575,15,0.8373921532243428,0.41551551628992534,0.41551551628992534,(4s2-),4s2M,BH,(4s2-) > 4s2M
FA(18:2),(4s2-) - 4s2M,M,0.6065231408064324,0.47787519530120703,15,1.2692082509621325,0.22370732693229833,0.22370732693229833,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPI(18:0),(4s2-) - 4s2M,F,-1.017694135006244,1.061236101232602,15,-0.958970519212657,0.3527768651148204,0.3527768651148204,(4s2-),4s2M,BH,4s2M > (4s2-)
LPI(18:0),(4s2-) - 4s2M,M,0.6433776774862418,1.5574687983456323,15,0.4130918565878479,0.6853840075138504,0.6853840075138504,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-16:0/18:1),(4s2-) - 4s2M,F,-0.33890081105994324,0.4018983731770326,15,-0.8432500196029918,0.4123340966617376,0.4123340966617376,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-16:0/18:1),(4s2-) - 4s2M,M,-0.04064814423928348,0.5898255587065662,15,-0.06891553551599419,0.9459671643515697,0.9459671643515697,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(20:2),(4s2-) - 4s2M,F,-0.04289468955889185,0.9640670950416604,15,-0.0444934691573912,0.9650979767036727,0.9650979767036727,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(20:2),(4s2-) - 4s2M,M,-0.17479319369187862,1.414863684240609,15,-0.12354066023377672,0.9033191770769793,0.9033191770769793,(4s2-),4s2M,BH,4s2M > (4s2-)
CE(20:1),(4s2-) - 4s2M,F,0.15610284326468982,0.17962636687194633,15,0.8690419228707879,0.39851659872340073,0.39851659872340073,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:1),(4s2-) - 4s2M,M,0.7454486678285719,0.2636194353342335,15,2.8277454842562904,0.012726421180672291,0.012726421180672291,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:5),(4s2-) - 4s2M,F,0.055277451763431906,0.3366995251573036,15,0.16417442744419278,0.8717856130551166,0.8717856130551166,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:5),(4s2-) - 4s2M,M,0.7895135364101713,0.4941398094554199,15,1.5977533509803146,0.13094561571405888,0.13094561571405888,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-37:4),(4s2-) - 4s2M,F,0.8695647135014108,0.612305424791632,15,1.4201486354580712,0.1760150547320488,0.1760150547320488,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-37:4),(4s2-) - 4s2M,M,0.9573336300181268,0.8986186891522969,15,1.0653391049781282,0.3035712483599017,0.3035712483599017,(4s2-),4s2M,BH,(4s2-) > 4s2M
PI(18:0_20:2),(4s2-) - 4s2M,F,-0.18054357679870678,0.6903013717380934,15,-0.26154312332325286,0.7972308837264827,0.7972308837264827,(4s2-),4s2M,BH,4s2M > (4s2-)
PI(18:0_20:2),(4s2-) - 4s2M,M,-0.11566072847246003,1.0130854450659366,15,-0.11416680501705585,0.9106196888152087,0.9106196888152087,(4s2-),4s2M,BH,4s2M > (4s2-)
Sph(d18:2),(4s2-) - 4s2M,F,-0.01849196729030997,0.22252814358146011,15,-0.08309945426539128,0.9348712864626538,0.9348712864626538,(4s2-),4s2M,BH,4s2M > (4s2-)
Sph(d18:2),(4s2-) - 4s2M,M,-0.22979449278200073,0.3265820301244514,15,-0.7036348346981381,0.49243896521633224,0.49243896521633224,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d16:1/20:0),(4s2-) - 4s2M,F,-0.3441219822006637,0.34041551761063005,15,-1.01088806002749,0.32809954908047523,0.32809954908047523,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d16:1/20:0),(4s2-) - 4s2M,M,0.2335382525988218,0.49959339541449316,15,0.46745664522859476,0.6468919760927871,0.6468919760927871,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(13:0),(4s2-) - 4s2M,F,0.06625696972594636,0.24617023348180547,15,0.26915102118080997,0.7914804506488115,0.7914804506488115,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(13:0),(4s2-) - 4s2M,M,0.4101381430959971,0.36127913221577923,15,1.1352389510585852,0.27409019167959603,0.27409019167959603,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(O-40:5),(4s2-) - 4s2M,F,-0.42555788442116127,0.675726504222909,15,-0.6297782930840582,0.5383150780958654,0.5383150780958654,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(O-40:5),(4s2-) - 4s2M,M,-0.4009119555449331,0.9916953874071786,15,-0.4042692550916578,0.6917202336541055,0.6917202336541055,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d20:1/24:0),(4s2-) - 4s2M,F,0.024099372280746212,0.20814820454196153,15,0.11577987104802487,0.9093627944055838,0.9093627944055838,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d20:1/24:0),(4s2-) - 4s2M,M,-0.45475839284165015,0.3054780492571228,15,-1.4886778082666003,0.15729400374486607,0.15729400374486607,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(O-22:0),(4s2-) - 4s2M,F,0.2977038155119405,0.47013548284571977,15,0.6332298377266609,0.5361194632210206,0.5361194632210206,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(O-22:0),(4s2-) - 4s2M,M,-0.04859170258251308,0.6899702570209477,15,-0.07042579312377203,0.9447851193199321,0.9447851193199321,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d17:1/14:0),(4s2-) - 4s2M,F,-0.004059475096865717,0.4416697978147598,15,-0.009191199210248685,0.9927877161556169,0.9927877161556169,(4s2-),4s2M,BH,4s2M > (4s2-)
SM(d17:1/14:0),(4s2-) - 4s2M,M,-0.402873996683159,0.6481940526421474,15,-0.6215330039530249,0.5435801858772156,0.5435801858772156,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d17:1/24:0),(4s2-) - 4s2M,F,0.25929832381154333,0.2471064882273376,15,1.0493383871531097,0.3106359873295451,0.3106359873295451,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d17:1/24:0),(4s2-) - 4s2M,M,-0.2277080483337699,0.36265317853004964,15,-0.6278948091858566,0.5395153048246331,0.5395153048246331,(4s2-),4s2M,BH,4s2M > (4s2-)
LPE(22:6),(4s2-) - 4s2M,F,1.155097401006969,0.7521571381686895,15,1.535712874864601,0.14543067928032485,0.14543067928032485,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPE(22:6),(4s2-) - 4s2M,M,-0.6993239528638029,1.1038648918841456,15,-0.6335231403819294,0.5359331153415763,0.5359331153415763,(4s2-),4s2M,BH,4s2M > (4s2-)
PC(P-15:0/20:4),(4s2-) - 4s2M,F,0.3595647269973005,0.2812992739205274,15,1.2782284219435442,0.2205948085000383,0.2205948085000383,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(P-15:0/20:4),(4s2-) - 4s2M,M,-0.01077902882557319,0.4128344688044838,15,-0.026109808264769867,0.9795139510960447,0.9795139510960447,(4s2-),4s2M,BH,4s2M > (4s2-)
PG(36:2),(4s2-) - 4s2M,F,-2.3048300049273367,1.5847615183836576,15,-1.4543702495237876,0.16644828577049675,0.16644828577049675,(4s2-),4s2M,BH,4s2M > (4s2-)
PG(36:2),(4s2-) - 4s2M,M,0.6601104461366746,2.325794057358788,15,0.2838215378735241,0.7804272672518188,0.7804272672518188,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPE(P-20:0),(4s2-) - 4s2M,F,-0.041683173169399415,0.3684463674434023,15,-0.11313226795702482,0.911425925900906,0.911425925900906,(4s2-),4s2M,BH,4s2M > (4s2-)
LPE(P-20:0),(4s2-) - 4s2M,M,-0.09348856769480206,0.5407314361906671,15,-0.17289279194383123,0.8650470384685764,0.8650470384685764,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(20:3),(4s2-) - 4s2M,F,-0.005672221491082485,0.3330965352570978,15,-0.01702876160721524,0.9866381118768951,0.9866381118768951,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(20:3),(4s2-) - 4s2M,M,0.6463851799616648,0.4888520659044728,15,1.3222510960769382,0.20589333563440132,0.20589333563440132,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(O-24:0),(4s2-) - 4s2M,F,-0.03507051272267281,0.6706567270350395,15,-0.05229279198871063,0.9589854540183806,0.9589854540183806,(4s2-),4s2M,BH,4s2M > (4s2-)
LPC(O-24:0),(4s2-) - 4s2M,M,0.7504163488831646,0.9842549886349353,15,0.7624206710132281,0.45763132626758396,0.45763132626758396,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/20:0),(4s2-) - 4s2M,F,0.11498251991979073,0.24069467324735128,15,0.4777111116274197,0.6397425650639601,0.6397425650639601,(4s2-),4s2M,BH,(4s2-) > 4s2M
dhCer(d18:0/20:0),(4s2-) - 4s2M,M,0.11634380343842686,0.3532432067429091,15,0.329358926704292,0.7464384675687249,0.7464384675687249,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:5),(4s2-) - 4s2M,F,0.2591601938760213,0.2543698480262077,15,1.018832207853975,0.3244349260171876,0.3244349260171876,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:5),(4s2-) - 4s2M,M,1.327791971732512,0.3733128764471852,15,3.556780533179285,0.0028690442215563855,0.0028690442215563855,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:6),(4s2-) - 4s2M,F,0.13977985331074005,0.3121318496109401,15,0.4478231025926065,0.6606807578428703,0.6606807578428703,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:6),(4s2-) - 4s2M,M,0.897745747138783,0.45808431900716046,15,1.9597827515347672,0.06887167880306791,0.06887167880306791,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:4),(4s2-) - 4s2M,F,0.2671317443002188,0.2724819400416421,15,0.9803649528456614,0.34245456924109274,0.34245456924109274,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(24:4),(4s2-) - 4s2M,M,1.0034804924698681,0.399894160436714,15,2.5093652064686145,0.024056790397489036,0.024056790397489036,(4s2-),4s2M,BH,(4s2-) > 4s2M
AC(24:0),(4s2-) - 4s2M,F,-0.6339227240839663,0.5232877286967735,15,-1.2114228737270882,0.24447320443947199,0.24447320443947199,(4s2-),4s2M,BH,4s2M > (4s2-)
AC(24:0),(4s2-) - 4s2M,M,0.4494853149548827,0.7679764277296729,15,0.5852853013778975,0.5670573655088506,0.5670573655088506,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(17:1),(4s2-) - 4s2M,F,0.14969727787759352,0.114075664564107,15,1.3122630356754859,0.20915830903654184,0.20915830903654184,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(17:1),(4s2-) - 4s2M,M,0.25672360109531606,0.1674173051621409,15,1.5334352732931849,0.1459872683312634,0.1459872683312634,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d18:2/16:0),(4s2-) - 4s2M,F,-0.12372304058596585,0.3180587180694233,15,-0.3889943383314542,0.702746636003686,0.702746636003686,(4s2-),4s2M,BH,4s2M > (4s2-)
Cer(d18:2/16:0),(4s2-) - 4s2M,M,0.10900934591722823,0.46678258387514326,15,0.23353344722558556,0.8185043070787932,0.8185043070787932,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:1_18:1),(4s2-) - 4s2M,F,-0.7242970418646242,0.7813730614310836,15,-0.9269542010292435,0.36862569865622763,0.36862569865622763,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(16:1_18:1),(4s2-) - 4s2M,M,-1.6907137220572284,1.1467421449696644,15,-1.4743625927360977,0.16106140548440956,0.16106140548440956,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(P-20:0/18:2),(4s2-) - 4s2M,F,-0.8175222641289088,0.5979107076419315,15,-1.3672982498558885,0.1916725887451084,0.1916725887451084,(4s2-),4s2M,BH,4s2M > (4s2-)
PE(P-20:0/18:2),(4s2-) - 4s2M,M,0.13004931988652563,0.8774930199485923,15,0.1482055320441689,0.8841545198427594,0.8841545198427594,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:2),(4s2-) - 4s2M,F,0.11247033745038271,0.21731161843962438,15,0.5175532641004664,0.6123181006691342,0.6123181006691342,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(20:2),(4s2-) - 4s2M,M,0.728036498921902,0.3189262642352603,15,2.282773733507429,0.03744938138931925,0.03744938138931925,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:0_18:2),(4s2-) - 4s2M,F,0.016372063820350613,1.1723421114017678,15,0.013965261216092083,0.9890417511253154,0.9890417511253154,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(16:0_18:2),(4s2-) - 4s2M,M,2.8510406728636157,1.7205278423662433,15,1.6570732554624499,0.11826680360992214,0.11826680360992214,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(19:1),(4s2-) - 4s2M,F,0.32564095208851696,0.15221732223385434,15,2.139315994458427,0.04926159773687694,0.04926159773687694,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(19:1),(4s2-) - 4s2M,M,0.18105543821780815,0.22339395509782903,15,0.810475995818777,0.4303383025065367,0.4303383025065367,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:5),(4s2-) - 4s2M,F,0.35814938432863996,0.3668814772985487,15,0.9761991446550925,0.34444762189637235,0.34444762189637235,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPC(22:5),(4s2-) - 4s2M,M,1.656905715955971,0.5384348053366874,15,3.0772633929559867,0.007664969371990271,0.007664969371990271,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d19:1/24:1),(4s2-) - 4s2M,F,0.031783298924208114,0.28108410990048077,15,0.11307397965491948,0.9114713542356273,0.9114713542356273,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d19:1/24:1),(4s2-) - 4s2M,M,0.3413031958430162,0.41251869435301164,15,0.8273641910418417,0.4209987175461638,0.4209987175461638,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-15:0/22:6),(4s2-) - 4s2M,F,1.1737690874805686,0.59028061816722,15,1.9884933561346458,0.06532084563117424,0.06532084563117424,(4s2-),4s2M,BH,(4s2-) > 4s2M
PE(P-15:0/22:6),(4s2-) - 4s2M,M,0.08740757875015126,0.866295110009752,15,0.10089815553635909,0.9209676130173092,0.9209676130173092,(4s2-),4s2M,BH,(4s2-) > 4s2M
LPI(18:1),(4s2-) - 4s2M,F,-0.029030041538631923,0.29587477736450035,15,-0.09811597256520659,0.9231393138225747,0.9231393138225747,(4s2-),4s2M,BH,4s2M > (4s2-)
LPI(18:1),(4s2-) - 4s2M,M,0.721741533020194,0.4342254597515508,15,1.6621354570806377,0.11723558296324331,0.11723558296324331,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d17:1/20:0),(4s2-) - 4s2M,F,0.17380418394175468,0.23686322700406245,15,0.7337744492469224,0.47440007322595157,0.47440007322595157,(4s2-),4s2M,BH,(4s2-) > 4s2M
Cer(d17:1/20:0),(4s2-) - 4s2M,M,0.20170826236662198,0.3476201809435323,15,0.5802547533895555,0.5703575272133385,0.5703575272133385,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(17:0),(4s2-) - 4s2M,F,0.46565800541468194,0.7416037168008263,15,0.6279067848034323,0.5395076688453784,0.5395076688453784,(4s2-),4s2M,BH,(4s2-) > 4s2M
CE(17:0),(4s2-) - 4s2M,M,0.7073184021895749,1.0883767036504903,15,0.6498838130375083,0.5255956847116836,0.5255956847116836,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(34:5),(4s2-) - 4s2M,F,1.291770694647597,0.4386131666413143,13,2.945125210306264,0.01137792599927221,0.01137792599927221,(4s2-),4s2M,BH,(4s2-) > 4s2M
PC(34:5),(4s2-) - 4s2M,M,-0.14641010154142609,0.5914258732482823,13,-0.2475544411631831,0.8083460684969304,0.8083460684969304,(4s2-),4s2M,BH,4s2M > (4s2-)
DG(18:1_20:3),(4s2-) - 4s2M,F,0.7449464372732284,0.8804616025206312,15,0.8460862292467463,0.4107994796931447,0.4107994796931447,(4s2-),4s2M,BH,(4s2-) > 4s2M
DG(18:1_20:3),(4s2-) - 4s2M,M,-0.9601386093892412,1.2921643661335616,15,-0.7430468093329226,0.4689318632784185,0.4689318632784185,(4s2-),4s2M,BH,4s2M > (4s2-)
