Lipids,term,df,sumsq,meansq,statistic,p.value,p_adj_BH,neglog10_p
DG(18:1_18:1),Residuals,15,3.213779732717248,0.21425198218114985,NA,NA,NA,NA
DG(18:1_20:3),Sex,1,0.25355909601121596,0.25355909601121596,0.10124006491113095,0.7547334276541251,0.9670019386214893,0.12220641438619433
DG(18:1_20:3),Genotype,1,0.19747394400825158,0.19747394400825158,0.07884660903179781,0.782702591862322,0.9950854656182027,0.10640322804335865
DG(18:1_20:3),Sex:Genotype,1,2.9782251387020082,2.9782251387020082,1.1891338591490168,0.29271238123115645,0.9978701881834164,0.5335589072667624
DG(18:1_20:3),Residuals,15,37.567996854870366,2.504533123658024,NA,NA,NA,NA
DG(18:1_20:4),Sex,1,1.909505988344499,1.909505988344499,1.3709265384404488,0.2599180741222343,0.9670019386214893,0.5851635195808373
DG(18:1_20:4),Genotype,1,0.5638021624238938,0.5638021624238938,0.404780792317464,0.5342189266034449,0.9950854656182027,0.2722807296170997
DG(18:1_20:4),Sex:Genotype,1,0.8906449885175505,0.8906449885175505,0.6394370368779453,0.43639566402095376,0.9978701881834164,0.36011957316419185
DG(18:1_20:4),Residuals,15,20.892869910995366,1.3928579940663577,NA,NA,NA,NA
DG(18:1_22:6),Sex,1,0.18376271848703474,0.18376271848703474,1.4360386585688234,0.24937290715023722,0.9670019386214893,0.6031507317487953
DG(18:1_22:6),Genotype,1,0.28240326686170136,0.28240326686170136,2.2068785870086263,0.15810908076424274,0.9950854656182027,0.8010431862819032
DG(18:1_22:6),Sex:Genotype,1,0.0323221444325803,0.0323221444325803,0.25258577645772706,0.6225581427885184,0.9978701881834164,0.20582008212292918
DG(18:1_22:6),Residuals,15,1.9194753294821665,0.12796502196547777,NA,NA,NA,NA
FA(16:0),Sex,1,0.10031902260497727,0.10031902260497727,0.24854921306313282,0.6253293744727645,0.9670019386214893,0.20389117011703578
FA(16:0),Genotype,1,1.1839626776577461e-4,1.1839626776577461e-4,2.9333717991522e-4,0.9865609656979788,0.9950854656182027,0.005876071843001402
FA(16:0),Sex:Genotype,1,0.018251710190832604,0.018251710190832604,0.0452202193282008,0.8344624736200716,0.9978701881834164,0.07859318908201234
FA(16:0),Residuals,15,6.054275209845205,0.40361834732301366,NA,NA,NA,NA
FA(16:1),Sex,1,0.00438390561302926,0.00438390561302926,0.02044576414532202,0.8882022178339061,0.9685989507431776,0.05148814673110593
FA(16:1),Genotype,1,0.6927166189044436,0.6927166189044436,3.230708381944044,0.09242695752060778,0.9950854656182027,1.0342013426872818
FA(16:1),Sex:Genotype,1,3.1961841145733416e-5,3.1961841145733416e-5,1.490644013351281e-4,0.9904196226596038,0.9978701881834164,0.004180763792086703
FA(16:1),Residuals,15,3.216244877327533,0.21441632515516887,NA,NA,NA,NA
FA(17:0),Sex,1,0.033606869779869264,0.033606869779869264,0.11535347279798142,0.7388385582771744,0.9670019386214893,0.13145044781484627
FA(17:0),Genotype,1,0.012119880965327567,0.012119880965327567,0.04160073129114035,0.8411241579660469,0.9950854656182027,0.0751398934533288
FA(17:0),Sex:Genotype,1,4.2224556847436645e-5,4.2224556847436645e-5,1.4493314318208872e-4,0.9905533066224865,0.9978701881834164,0.004122147940624163
FA(17:0),Residuals,15,4.370072564532798,0.29133817096885317,NA,NA,NA,NA
FA(18:0),Sex,1,0.02093978490694859,0.02093978490694859,0.07579158690533037,0.786839802127789,0.9670019386214893,0.10411367950097365
FA(18:0),Genotype,1,1.0452889435619284e-4,1.0452889435619284e-4,3.78342510007662e-4,0.9847376814452926,0.9950854656182027,0.006679443282259461
FA(18:0),Sex:Genotype,1,0.0018316626530188174,0.0018316626530188174,0.006629706072169662,0.9361820669504639,0.9978701881834164,0.02863968226331977
FA(18:0),Residuals,15,4.144216877218316,0.2762811251478877,NA,NA,NA,NA
FA(18:1),Sex,1,0.12032520678782266,0.12032520678782266,0.7706914887521635,0.3938477986772507,0.9670019386214893,0.4046715775781728
FA(18:1),Genotype,1,0.6144718483501022,0.6144718483501022,3.9357357967088955,0.06588132261857202,0.9950854656182027,1.181237690616709
FA(18:1),Sex:Genotype,1,0.32848256873032966,0.32848256873032966,2.103954164569391,0.1675078135454147,0.9978701881834164,0.775964930116611
FA(18:1),Residuals,15,2.341894426185556,0.15612629507903708,NA,NA,NA,NA
FA(18:2),Sex,1,0.05557573176887942,0.05557573176887942,0.16224262101511497,0.692782421364541,0.9670019386214893,0.15940314062297692
FA(18:2),Genotype,1,0.677831276585624,0.677831276585624,1.9787975689931316,0.1798971699547334,0.9950854656182027,0.744975668687302
FA(18:2),Sex:Genotype,1,0.11417697324432297,0.11417697324432297,0.33331763359892724,0.5722764750705565,0.9978701881834164,0.24239410654143578
FA(18:2),Residuals,15,5.138205801393751,0.34254705342625,NA,NA,NA,NA
FA(20:4),Sex,1,0.005195696476164802,0.005195696476164802,0.02807367127470863,0.869173783649131,0.9685989507431776,0.06089338150961819
FA(20:4),Genotype,1,0.21727661686494626,0.21727661686494626,1.1740008958432924,0.2956905024839943,0.9950854656182027,0.529162624696185
FA(20:4),Sex:Genotype,1,0.590455346898501,0.590455346898501,3.1903806135069512,0.0942982909697662,0.9978701881834164,1.0254961781971976
FA(20:4),Residuals,15,2.776104570715107,0.1850736380476738,NA,NA,NA,NA
FA(20:5),Sex,1,0.06473863762548326,0.06473863762548326,0.15654028526424024,0.6979322510214586,0.9670019386214893,0.15618673272862862
FA(20:5),Genotype,1,0.016239930039954054,0.016239930039954054,0.03926871763710111,0.8455778937061329,0.9950854656182027,0.07284637949312955
FA(20:5),Sex:Genotype,1,0.01035961053986778,0.01035961053986778,0.025049899852989478,0.8763538763316904,0.9978701881834164,0.05732048800516904
FA(20:5),Residuals,15,6.203384405126547,0.4135589603417698,NA,NA,NA,NA
FA(22:4),Sex,1,0.004058199674772389,0.004058199674772389,0.013894411261899692,0.9077309973175326,0.9685989507431776,0.04204283395626433
FA(22:4),Genotype,1,0.9967783455290284,0.9967783455290284,3.4127567344288092,0.08451238277253062,0.9950854656182027,1.0730796534670477
FA(22:4),Sex:Genotype,1,1.148109035090335,1.148109035090335,3.9308807810060866,0.06603039835918383,0.9978701881834164,1.180256082635009
FA(22:4),Residuals,15,4.381113670394054,0.2920742446929369,NA,NA,NA,NA
FA(22:5),Sex,1,2.5262492317970526,2.5262492317970526,0.5994724980101713,0.4508114797470597,0.9670019386214893,0.34600503333728194
FA(22:5),Genotype,1,0.07687947055612909,0.07687947055612909,0.018243302236334753,0.8943540893981998,0.9950854656182027,0.04849050287533882
FA(22:5),Sex:Genotype,1,0.8878931267154115,0.8878931267154115,0.21069477387214078,0.6528046191918453,0.9978701881834164,0.18521678121125443
FA(22:5),Residuals,15,63.211804716207084,4.2141203144138055,NA,NA,NA,NA
FA(22:6),Sex,1,0.00696626828107938,0.00696626828107938,0.020611044677432896,0.8877545348980664,0.9685989507431776,0.05170710052319184
FA(22:6),Genotype,1,0.564692749085002,0.564692749085002,1.6707521173172513,0.21571473384295323,0.9950854656182027,0.6661201905109965
FA(22:6),Sex:Genotype,1,1.3646362240551744,1.3646362240551744,4.03753875785078,0.0628450135360066,0.9978701881834164,1.2017291758890696
FA(22:6),Residuals,15,5.069807273311166,0.3379871515540777,NA,NA,NA,NA
GM3(d18:1/18:0),Sex,1,0.0018323597857352603,0.0018323597857352603,0.010653790841272485,0.9191579202663688,0.9685989507431776,0.03660986618925674
GM3(d18:1/18:0),Genotype,1,0.04439321479154401,0.04439321479154401,0.2581130784700198,0.6188085563541093,0.9950854656182027,0.20844368987945083
GM3(d18:1/18:0),Sex:Genotype,1,0.055003119660466115,0.055003119660466115,0.31980167707345264,0.580088162595778,0.9978701881834164,0.2365059967488944
GM3(d18:1/18:0),Residuals,15,2.5798701321928763,0.17199134214619174,NA,NA,NA,NA
GM3(d18:1/20:0),Sex,1,0.03789774616525032,0.03789774616525032,0.3068797933004267,0.5877652080807116,0.9670019386214893,0.23079612494213797
GM3(d18:1/20:0),Genotype,1,0.0025341664713696144,0.0025341664713696144,0.0205205998143463,0.8879992878966549,0.9950854656182027,0.05158738249017973
GM3(d18:1/20:0),Sex:Genotype,1,0.01136559385519531,0.01136559385519531,0.09203373408567181,0.7657745396657444,0.9978701881834164,0.11589907709317301
GM3(d18:1/20:0),Residuals,15,1.852406723704491,0.1234937815802994,NA,NA,NA,NA
Hex2Cer(d18:1/16:0),Sex,1,0.04503620217155557,0.04503620217155557,0.6283477576230913,0.44032005651378636,0.9670019386214893,0.3562315320401764
Hex2Cer(d18:1/16:0),Genotype,1,0.010161968795049603,0.010161968795049603,0.14178038994234082,0.7117903464216666,0.9950854656182027,0.14764790636340472
Hex2Cer(d18:1/16:0),Sex:Genotype,1,0.0044708728036897405,0.0044708728036897405,0.06237788191187255,0.8061643574395911,0.9978701881834164,0.09357640701339727
Hex2Cer(d18:1/16:0),Residuals,15,1.0751101191619943,0.07167400794413295,NA,NA,NA,NA
Hex2Cer(d18:1/22:0),Sex,1,0.18627133481982128,0.18627133481982128,0.13136717472051418,0.7220746503661669,0.9670019386214893,0.1414179013691602
Hex2Cer(d18:1/22:0),Genotype,1,0.11617513431939486,0.11617513431939486,0.08193208677587223,0.7786113877415377,0.9950854656182027,0.10867924870783338
Hex2Cer(d18:1/22:0),Sex:Genotype,1,4.3686950014446495,4.3686950014446495,3.0810061038675003,0.09960686160262244,0.9978701881834164,1.0017107433683325
Hex2Cer(d18:1/22:0),Residuals,15,21.26916429649758,1.417944286433172,NA,NA,NA,NA
Hex2Cer(d18:1/24:1),Sex,1,0.3488234450508303,0.3488234450508303,1.2710815028632354,0.2772760850026475,0.9670019386214893,0.5570875866041564
Hex2Cer(d18:1/24:1),Genotype,1,0.27311596115409476,0.27311596115409476,0.9952101880912761,0.33429424180542744,0.9950854656182027,0.47587110403461097
Hex2Cer(d18:1/24:1),Sex:Genotype,1,0.0022978544321166083,0.0022978544321166083,0.008373176477602053,0.928302123476543,0.9978701881834164,0.0323106561037376
Hex2Cer(d18:1/24:1),Residuals,15,4.116456469530924,0.2744304313020616,NA,NA,NA,NA
HexCer(d18:1/16:0),Sex,1,0.061765077091194165,0.061765077091194165,0.3985733130067307,0.5373295272152476,0.9670019386214893,0.26975929351970307
HexCer(d18:1/16:0),Genotype,1,0.009470360964367153,0.009470360964367153,0.0611127407703921,0.8080974283108459,0.9950854656182027,0.09253627533064916
HexCer(d18:1/16:0),Sex:Genotype,1,0.060937590017732024,0.060937590017732024,0.3932334951052151,0.5400328689014489,0.9978701881834164,0.2675798061990649
HexCer(d18:1/16:0),Residuals,15,2.3244811585071354,0.15496541056714236,NA,NA,NA,NA
HexCer(d18:1/18:0),Sex,1,0.033644534644597046,0.033644534644597046,0.4273852835882762,0.5231711715626965,0.9670019386214893,0.2813561950664033
HexCer(d18:1/18:0),Genotype,1,0.01157189818225346,0.01157189818225346,0.14699739611560575,0.7068007279676669,0.9950854656182027,0.15070301186451246
HexCer(d18:1/18:0),Sex:Genotype,1,0.04013162834335171,0.04013162834335171,0.5097905957554104,0.48619215720253084,0.9978701881834164,0.313192051068856
HexCer(d18:1/18:0),Residuals,15,1.1808268535402595,0.0787217902360173,NA,NA,NA,NA
HexCer(d18:1/20:0),Sex,1,0.06580360349982994,0.06580360349982994,0.7285956340091176,0.40676377283924203,0.9670019386214893,0.3906577331254198
HexCer(d18:1/20:0),Genotype,1,0.043867206533603875,0.043867206533603875,0.4857098009327501,0.49650714877611724,0.9950854656182027,0.30407449409373755
HexCer(d18:1/20:0),Sex:Genotype,1,0.016658803261418553,0.016658803261418553,0.18445086102492508,0.67368100647654,0.9978701881834164,0.17154569681937323
HexCer(d18:1/20:0),Residuals,15,1.3547350634894104,0.09031567089929403,NA,NA,NA,NA
HexCer(d18:1/22:0),Sex,1,0.006970891974662052,0.006970891974662052,0.08873547192777394,0.7698771663230903,0.9670019386214893,0.11357856085805819
HexCer(d18:1/22:0),Genotype,1,0.038178385913496315,0.038178385913496315,0.48598903896212087,0.49638534781900423,0.9950854656182027,0.3041810463821504
HexCer(d18:1/22:0),Sex:Genotype,1,0.09889397377301146,0.09889397377301146,1.2588637817739958,0.27950623063886554,0.9978701881834164,0.5536085065542375
HexCer(d18:1/22:0),Residuals,15,1.1783718207419909,0.0785581213827994,NA,NA,NA,NA
HexCer(d18:1/24:0),Sex,1,0.004261035326479146,0.004261035326479146,0.0511972635773219,0.824047249692947,0.9685989507431776,0.08404788576331451
HexCer(d18:1/24:0),Genotype,1,0.1396909631862897,0.1396909631862897,1.678417218739162,0.21471810777442968,0.9950854656182027,0.6681313287593542
HexCer(d18:1/24:0),Sex:Genotype,1,0.037250095150075824,0.037250095150075824,0.44756797199674325,0.5136577188407958,0.9978701881834164,0.28932618126778537
HexCer(d18:1/24:0),Residuals,15,1.2484169158896006,0.08322779439264004,NA,NA,NA,NA
HexCer(d18:1/24:1),Sex,1,7.732444694850127e-4,7.732444694850127e-4,0.01032811832135806,0.9203985290237304,0.9685989507431776,0.03602408409008193
HexCer(d18:1/24:1),Genotype,1,0.014165510180341734,0.014165510180341734,0.18920673991035547,0.669770892625841,0.9950854656182027,0.17407373026085848
HexCer(d18:1/24:1),Sex:Genotype,1,3.178097282809933e-4,3.178097282809933e-4,0.004244940128121245,0.9489124210427397,0.9978701881834164,0.02277386851371841
HexCer(d18:1/24:1),Residuals,15,1.1230184125882539,0.07486789417255026,NA,NA,NA,NA
HexCer(d18:2/20:0),Sex,1,5.173959730846786,5.173959730846786,4.54220198263821,0.05001940823332169,0.9670019386214893,1.3008614506007825
HexCer(d18:2/20:0),Genotype,1,3.1919314333032034,3.1919314333032034,2.8021859540878538,0.11485445480258853,0.9950854656182027,0.9398521553783009
HexCer(d18:2/20:0),Sex:Genotype,1,2.4022764887321273,2.4022764887321273,2.1089505132616098,0.16703574525869277,0.9978701881834164,0.7771905809036772
HexCer(d18:2/20:0),Residuals,15,17.086293445194734,1.139086229679649,NA,NA,NA,NA
HexCer(d18:2/24:0),Sex,1,0.19333047988546426,0.19333047988546426,0.395369403255008,0.5389484520547072,0.9670019386214893,0.2684527711003973
HexCer(d18:2/24:0),Genotype,1,0.30301342777733886,0.30301342777733886,0.6196758948178062,0.44342881429656744,0.9950854656182027,0.3531760895629606
HexCer(d18:2/24:0),Sex:Genotype,1,0.1729157497106888,0.1729157497106888,0.35362037489903053,0.5609344475688758,0.9978701881834164,0.25108788869488374
HexCer(d18:2/24:0),Residuals,15,7.33480429797328,0.48898695319821867,NA,NA,NA,NA
LPC(14:0),Sex,1,0.0034629743762411014,0.0034629743762411014,0.0670797365434207,0.7991576798967853,0.9685989507431776,0.09736752262233873
LPC(14:0),Genotype,1,0.10126251048481838,0.10126251048481838,1.961511055828289,0.1816976232865998,0.9950854656182027,0.7406507534859426
LPC(14:0),Sex:Genotype,1,0.008645582611261249,0.008645582611261249,0.16746973578744337,0.6881540769633951,0.9978701881834164,0.16231431280611888
LPC(14:0),Residuals,15,0.7743711934526275,0.05162474623017517,NA,NA,NA,NA
LPC(15:0),Sex,1,0.07629554658985738,0.07629554658985738,0.38586122809000806,0.543807963627415,0.9670019386214893,0.26455443681082425
LPC(15:0),Genotype,1,0.15604852871872898,0.15604852871872898,0.7892082778662772,0.388363664365575,0.9950854656182027,0.41076140982406467
LPC(15:0),Sex:Genotype,1,0.008195248880095374,0.008195248880095374,0.04144709539045686,0.8414135031689953,0.9978701881834164,0.07499052262003685
LPC(15:0),Residuals,15,2.9659191324112615,0.19772794216075076,NA,NA,NA,NA
LPC(16:0),Sex,1,0.01912368540407794,0.01912368540407794,0.20721686267266187,0.655477057435374,0.9670019386214893,0.18344250458959388
LPC(16:0),Genotype,1,0.12413081662814962,0.12413081662814962,1.345033545531746,0.2642763825931847,0.9950854656182027,0.5779416464322481
LPC(16:0),Sex:Genotype,1,0.17350716760065787,0.17350716760065787,1.880056597969411,0.19049398711540727,0.9978701881834164,0.720118728144855
LPC(16:0),Residuals,15,1.384324023447412,0.09228826822982746,NA,NA,NA,NA
LPC(16:1),Sex,1,0.0016060311452965603,0.0016060311452965603,0.012374441648924494,0.912900506202059,0.9685989507431776,0.03957655210641847
LPC(16:1),Genotype,1,0.0012126869098141313,0.0012126869098141313,0.009343731251948137,0.9242737367946017,0.9950854656182027,0.03419938725034932
LPC(16:1),Sex:Genotype,1,0.014442906320274895,0.014442906320274895,0.11128233846805166,0.7433065654986248,0.9978701881834164,0.128832031131894
LPC(16:1),Residuals,15,1.9467922564039235,0.12978615042692823,NA,NA,NA,NA
LPC(17:0) [sn1],Sex,1,0.2870877869500985,0.2870877869500985,0.5449286865966141,0.4717895925468625,0.9670019386214893,0.3262516436736564
LPC(17:0) [sn1],Genotype,1,0.0919113771245108,0.0919113771245108,0.17445934064917756,0.6820961088601903,0.9950854656182027,0.16615442797268976
LPC(17:0) [sn1],Sex:Genotype,1,0.008657420446515296,0.008657420446515296,0.01643287164303606,0.8997009003389095,0.9978701881834164,0.04590184491813777
LPC(17:0) [sn1],Residuals,15,7.902532772034533,0.5268355181356356,NA,NA,NA,NA
LPC(17:1),Sex,1,0.165557845211324,0.165557845211324,3.9378376972549987,0.06581690596359602,0.9670019386214893,1.1816625376375218
LPC(17:1),Genotype,1,0.1595256920304653,0.1595256920304653,3.7943613179817475,0.0703901993715172,0.9950854656182027,1.152487804709706
LPC(17:1),Sex:Genotype,1,0.011734015175199675,0.011734015175199675,0.27909669419823424,0.6050226085922015,0.9978701881834164,0.21822839625103635
LPC(17:1),Residuals,15,0.6306424665244519,0.042042831101630124,NA,NA,NA,NA
LPC(18:0),Sex,1,0.3168704142355372,0.3168704142355372,0.8312220648914561,0.3763392956481443,0.9670019386214893,0.42442043224577564
LPC(18:0),Genotype,1,0.062103240276011995,0.062103240276011995,0.1629107082881692,0.6921860352764406,0.9950854656182027,0.15977716676330234
LPC(18:0),Sex:Genotype,1,0.04727055116429035,0.04727055116429035,0.12400124272293767,0.7296331621989536,0.9978701881834164,0.13689543532558923
LPC(18:0),Residuals,15,5.718154527278735,0.3812103018185823,NA,NA,NA,NA
LPC(18:1),Sex,1,0.010902054902010072,0.010902054902010072,0.3351236198097103,0.5712489039693049,0.9670019386214893,0.24317462018343167
LPC(18:1),Genotype,1,0.015078547773298756,0.015078547773298756,0.4635068853239625,0.5063639122410566,0.9950854656182027,0.2955372533719117
LPC(18:1),Sex:Genotype,1,0.11140880252013918,0.11140880252013918,3.4246498953449978,0.08402406511097844,0.9978701881834164,1.0755963109846618
LPC(18:1),Residuals,15,0.4879716434878779,0.03253144289919186,NA,NA,NA,NA
LPC(18:2),Sex,1,0.004898499258649824,0.004898499258649824,0.03322914564646155,0.8577969420463303,0.9685989507431776,0.06661550630721823
LPC(18:2),Genotype,1,0.18633950196886984,0.18633950196886984,1.2640407038296382,0.27855831568292205,0.9950854656182027,0.5550838722025633
LPC(18:2),Sex:Genotype,1,0.03833647243531546,0.03833647243531546,0.2600568375865751,0.6175020799546835,0.9978701881834164,0.20936157521595603
LPC(18:2),Residuals,15,2.2112361738548554,0.14741574492365703,NA,NA,NA,NA
LPC(19:0),Sex,1,0.059320504966511756,0.059320504966511756,0.1569949643413502,0.6975176490140605,0.9670019386214893,0.15644479913329512
LPC(19:0),Genotype,1,0.003659029308026085,0.003659029308026085,0.009683821404787513,0.922912576438546,0.9950854656182027,0.03483943588473131
LPC(19:0),Sex:Genotype,1,0.007225205044314897,0.007225205044314897,0.019121900748004756,0.8918568813318734,0.9978701881834164,0.04970483243407855
LPC(19:0),Residuals,15,5.66774595752632,0.37784973050175463,NA,NA,NA,NA
LPC(19:1),Sex,1,0.8281709845451652,0.8281709845451652,11.06333128341234,0.004605126001200975,0.38867263450136236,2.3367584825403855
LPC(19:1),Genotype,1,0.37035408605314646,0.37035408605314646,4.947468605678864,0.04190398535790642,0.9950854656182027,1.3777446706700256
LPC(19:1),Sex:Genotype,1,0.0214148481583607,0.0214148481583607,0.2860756582652243,0.6005859287372186,0.9978701881834164,0.22142484720091993
LPC(19:1),Residuals,15,1.1228593314206443,0.07485728876137629,NA,NA,NA,NA
LPC(20:0),Sex,1,0.14090189835864741,0.14090189835864741,0.2541677658096829,0.6214796927213839,0.9670019386214893,0.20657305766293638
LPC(20:0),Genotype,1,0.012933413139213812,0.012933413139213812,0.023330109531386787,0.8806374480507146,0.9950854656182027,0.05520285063213014
LPC(20:0),Sex:Genotype,1,0.11557533834489853,0.11557533834489853,0.2084821132434246,0.6545016918394191,0.9978701881834164,0.18408922649202702
LPC(20:0),Residuals,15,8.315485910051592,0.5543657273367728,NA,NA,NA,NA
LPC(20:1),Sex,1,0.033016843820762976,0.033016843820762976,0.47586585517845215,0.5008349105206733,0.9670019386214893,0.3003054063989349
LPC(20:1),Genotype,1,0.01973566421582329,0.01973566421582329,0.2844465927924815,0.6016152290865218,0.9950854656182027,0.2206811786921306
LPC(20:1),Sex:Genotype,1,0.030314749839845945,0.030314749839845945,0.43692105869875286,0.518636547833464,0.9978701881834164,0.28513688216149013
LPC(20:1),Residuals,15,1.0407400571443024,0.06938267047628682,NA,NA,NA,NA
LPC(20:2),Sex,1,0.041502059890596854,0.041502059890596854,0.013821309576384475,0.9079728486648873,0.9685989507431776,0.041927138099309924
LPC(20:2),Genotype,1,0.03395192115917922,0.03395192115917922,0.011306908965266444,0.9167264619223615,0.9950854656182027,0.037760232268334804
LPC(20:2),Sex:Genotype,1,0.017821537719164837,0.017821537719164837,0.005935054563390437,0.9396104871762595,0.9978701881834164,0.027052144621801725
LPC(20:2),Residuals,15,45.04138301211549,3.0027588674743657,NA,NA,NA,NA
LPC(20:4),Sex,1,0.007975025499327604,0.007975025499327604,0.10886495849078989,0.746002969164185,0.9670019386214893,0.12725944398972364
LPC(20:4),Genotype,1,0.07912708940064483,0.07912708940064483,1.0801429166370071,0.3151291900853639,0.9950854656182027,0.5015113667217516
LPC(20:4),Sex:Genotype,1,0.37625470011583517,0.37625470011583517,5.136153146285054,0.03865655315956219,0.9978701881834164,1.412776872773017
LPC(20:4),Residuals,15,1.0988419427913023,0.07325612951942015,NA,NA,NA,NA
LPC(22:0),Sex,1,0.057484785510412806,0.057484785510412806,0.10504474334421805,0.7503330705640452,0.9670019386214893,0.12474591181057537
LPC(22:0),Genotype,1,0.09931469338258836,0.09931469338258836,0.1814825676751279,0.6761520418721931,0.9950854656182027,0.1699556361270291
LPC(22:0),Sex:Genotype,1,0.050151240232221284,0.050151240232221284,0.0916437995168937,0.7662553225008242,0.9978701881834164,0.11562649580180293
LPC(22:0),Residuals,15,8.208614302865579,0.547240953524372,NA,NA,NA,NA
LPC(22:1),Sex,1,0.002111822409757158,0.002111822409757158,0.029586044654957882,0.865732014033596,0.9685989507431776,0.06261652234517903
LPC(22:1),Genotype,1,0.005287020446492985,0.005287020446492985,0.07406968611513315,0.7892114522978724,0.9950854656182027,0.10280662129911114
LPC(22:1),Sex:Genotype,1,0.017896445138395167,0.017896445138395167,0.25072421932034034,0.6238326606678354,0.9978701881834164,0.20493189155947783
LPC(22:1),Residuals,15,1.0706850650632356,0.07137900433754904,NA,NA,NA,NA
LPC(22:4),Sex,1,0.020501388134494647,0.020501388134494647,0.27768014441695,0.6059318800225064,0.9670019386214893,0.21757619727467373
LPC(22:4),Genotype,1,0.11986568035791323,0.11986568035791323,1.6235154036432646,0.22199011561979315,0.9950854656182027,0.6536663626094921
LPC(22:4),Sex:Genotype,1,0.16159547724666723,0.16159547724666723,2.1887227910914624,0.15971842414894186,0.9978701881834164,0.7966449833937722
LPC(22:4),Residuals,15,1.1074642108931725,0.07383094739287817,NA,NA,NA,NA
LPC(22:5),Sex,1,0.46168866127717934,0.46168866127717934,1.0616752628772943,0.31916218544163116,0.9670019386214893,0.49598856978647277
LPC(22:5),Genotype,1,2.8045100754789054,2.8045100754789054,6.449105688212969,0.022664276388373948,0.9950854656182027,1.644658142281576
LPC(22:5),Sex:Genotype,1,1.727908692087011,1.727908692087011,3.9734090714393617,0.06473794939654356,0.9978701881834164,1.1888410611872313
LPC(22:5),Residuals,15,6.523020890954018,0.4348680593969345,NA,NA,NA,NA
LPC(22:6),Sex,1,0.0016778025659713869,0.0016778025659713869,0.02219222183387308,0.8835612352645215,0.9685989507431776,0.05376334630899514
LPC(22:6),Genotype,1,0.2554186230404296,0.2554186230404296,3.3784110585942964,0.08594167854577914,0.9950854656182027,1.0657961682684702
LPC(22:6),Sex:Genotype,1,0.4014576100297389,0.4014576100297389,5.31006241101935,0.035920433204550885,0.9978701881834164,1.4446584343318074
LPC(22:6),Residuals,15,1.1340477162659357,0.07560318108439572,NA,NA,NA,NA
LPC(24:0),Sex,1,0.2521581415387466,0.2521581415387466,0.5196370211277892,0.4820810385331311,0.9670019386214893,0.31687995008176545
LPC(24:0),Genotype,1,0.1333102295932056,0.1333102295932056,0.27472018221957956,0.6078415600912244,0.9950854656182027,0.21620960912408027
LPC(24:0),Sex:Genotype,1,0.012942040252331921,0.012942040252331921,0.02667041882129478,0.8724536903493413,0.9978701881834164,0.05925761601291025
LPC(24:0),Residuals,15,7.278873462233626,0.4852582308155751,NA,NA,NA,NA
LPC(O-16:0),Sex,1,0.2617908022160753,0.2617908022160753,0.7241031951709082,0.40818052578125785,0.9670019386214893,0.38914771923653296
LPC(O-16:0),Genotype,1,0.07654576263931201,0.07654576263931201,0.21172260764979714,0.6520199893867662,0.9950854656182027,0.1857390896249907
LPC(O-16:0),Sex:Genotype,1,0.020039473576961342,0.020039473576961342,0.05542840590191547,0.8170571857594884,0.9978701881834164,0.0877475461718034
LPC(O-16:0),Residuals,15,5.4230696113891375,0.3615379740926092,NA,NA,NA,NA
LPC(O-18:0),Sex,1,0.20340548238668532,0.20340548238668532,0.31806073196360013,0.581110317194439,0.9670019386214893,0.23574141390757417
LPC(O-18:0),Genotype,1,0.016589903109752058,0.016589903109752058,0.0259412709253423,0.8741930506834318,0.9950854656182027,0.0583926502163438
LPC(O-18:0),Sex:Genotype,1,0.029868330902365514,0.029868330902365514,0.04670445986936313,0.8318117446712522,0.9978701881834164,0.07997495195628905
LPC(O-18:0),Residuals,15,9.592766189538466,0.639517745969231,NA,NA,NA,NA
LPC(O-18:1),Sex,1,0.10389214241143074,0.10389214241143074,1.168118152875276,0.29685943810231546,0.9670019386214893,0.5274491389205205
LPC(O-18:1),Genotype,1,0.030153487450408356,0.030153487450408356,0.33903272418649655,0.5690374369310254,0.9950854656182027,0.24485916046305853
LPC(O-18:1),Sex:Genotype,1,0.024209437633150976,0.024209437633150976,0.2722004081713311,0.6094777118205738,0.9978701881834164,0.215042171604784
LPC(O-18:1),Residuals,15,1.3340963260741785,0.0889397550716119,NA,NA,NA,NA
LPC(O-20:0),Sex,1,0.7862628192611147,0.7862628192611147,1.360040859200854,0.2617385752122239,0.9670019386214893,0.5821322660218999
LPC(O-20:0),Genotype,1,0.06608162007949048,0.06608162007949048,0.1143049132537551,0.739980777464498,0.9950854656182027,0.13077956182243897
LPC(O-20:0),Sex:Genotype,1,7.314377765013091e-4,7.314377765013091e-4,0.0012652070499017689,0.972094469544119,0.9978701881834164,0.012291527657991424
LPC(O-20:0),Residuals,15,8.671755858751714,0.5781170572501143,NA,NA,NA,NA
LPC(O-22:0),Sex,1,0.38396979384136287,0.38396979384136287,0.537706222231458,0.47469005711566237,0.9670019386214893,0.3235898649427432
LPC(O-22:0),Genotype,1,0.16703145171543632,0.16703145171543632,0.2339086363987529,0.6356249465879158,0.9950854656182027,0.19679906622729923
LPC(O-22:0),Sex:Genotype,1,0.12284547819016645,0.12284547819016645,0.17203118332569126,0.6841840996101325,0.9978701881834164,0.16482702300658333
LPC(O-22:0),Residuals,15,10.711326500404937,0.7140884333603291,NA,NA,NA,NA
