"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Noc3l",254.457653508377,-0.258889165008869,0.0821497836914519,-3.15142844418478,0.00162473967697855,0.162503797629665
"Kcnj10",7559.5021338719,0.282986806071749,0.0898039805252459,3.15116105563044,0.00162622789914968,0.162503797629665
"Eps15l1",799.344157250903,-0.249327644431128,0.0796267410818966,-3.13120493245721,0.00174090630914649,0.163100363687376
"H2-M3",151.158804799542,0.501462927641435,0.159608701452651,3.14182699989071,0.00167897208376695,0.163100363687376
"Eif3f",5323.64439826611,0.234316044166202,0.0746633208446787,3.13830193347075,0.00169929736241187,0.163100363687376
"Sfxn5",4644.1895963078,0.278488456519392,0.0888172862937003,3.13552088946389,0.00171549210361927,0.163100363687376
"Cpq",476.221193925897,0.276814188848333,0.0883652028836793,3.13261532611113,0.0017325634750356,0.163100363687376
"Baz2a",1221.60149948891,-0.259101645512638,0.0827516478529385,-3.1310753590442,0.00174167461833603,0.163100363687376
"Psme4",854.462704761404,-0.231709151254525,0.0738701399939901,-3.13670924778776,0.00170855469449857,0.163100363687376
"Atxn2",1375.06163009796,-0.286711535963832,0.0912148241014167,-3.143255921264,0.00167079691679766,0.163100363687376
"Kcnj14",122.847190686023,0.539275011686283,0.171718778123811,3.14045451277007,0.00168685901020376,0.163100363687376
"A930003O13Rik",51.0851782865956,-0.628081135401548,0.199661264389545,-3.14573353685742,0.00165670869249668,0.163100363687376
"ENSMUSG00000124599",51.8757448109495,0.521751801114578,0.165976744386088,3.1435235282173,0.0016692699572952,0.163100363687376
"Brat1",433.958211248811,-0.267510828963488,0.0855030697517696,-3.12866929503372,0.00175599820904621,0.163507378692325
"Gstt3",126.084363244582,0.450648360101679,0.145000820978021,3.10790212815408,0.00188420455140961,0.164732720002388
"Gstm5",4033.85026179755,0.256177050346173,0.0822588191142917,3.1142806705046,0.00184393992241411,0.164732720002388
"Actn1",1296.58559260148,-0.423296341525787,0.135485750332931,-3.12428680127331,0.00178236634658312,0.164732720002388
"Cyp2j9",938.312758383359,0.307699258235555,0.0990136553365363,3.1076446697147,0.00188584659117493,0.164732720002388
"Cd86",153.227467771147,0.544283272708219,0.175266079927835,3.10546839943203,0.00189977919112446,0.164732720002388
"Dlx2",108.731727150686,-0.499254911929253,0.160112802748244,-3.11814485387696,0.00181993332396184,0.164732720002388
"Zfp871",1613.54539659989,-0.305102939219494,0.0981648609798955,-3.10806673766879,0.00188315537956756,0.164732720002388
"Nab2",608.516270662251,-0.378098929855963,0.121752961302474,-3.10545982464148,0.00189983427388646,0.164732720002388
"Otud4",1011.73050022242,-0.231749361151209,0.0742396706143361,-3.12163778790334,0.00179848064529024,0.164732720002388
"Nacad",876.31549700917,-0.211724462289664,0.0680010905212034,-3.11354510151049,0.00184854254585403,0.164732720002388
"Tnrc6b",1408.59904641605,-0.261041249097516,0.0839459878329595,-3.10963341829929,0.00187319664968229,0.164732720002388
"Junb",1614.11001336232,-0.409911887216826,0.131895605632799,-3.10785097994873,0.00188453066409928,0.164732720002388
"Lmnb2",446.663922775704,-0.314350184552563,0.100949716959993,-3.113928339959,0.00184614321978356,0.164732720002388
"Eml4",548.830876705734,-0.266606990258673,0.0859651882003719,-3.10133666708497,0.00192649119899905,0.16616493562735
"Atp1b3",3119.52600706763,0.196839601224789,0.0636275324248657,3.0936230547244,0.00197728534418863,0.166688128418311
"Garem1",531.036360980847,-0.369596023680768,0.119505758604918,-3.0927047198005,0.00198341378091108,0.166688128418311
